t,cyc0,cyc1,cyc2,cyc3,total0,total1,total2,total3,rg2,rg2dot,length,b0,b1,b2,b3,a0_over_Rg,a1_over_Rg,a2_over_Rg,a3_over_Rg
6.650000000000000355e-01,3.072112492784109805e-02,5.741532942086898655e-02,7.843863929350136655e-02,4.638094099917303148e-02,2.016808216733215198e-01,-2.303484300084560760e-02,8.714018913632740060e-02,2.504492884807025810e-01,9.317627628217246549e-01,-5.912549168039358399e-02,1.087699061467575667e+01,2.063578554811354437e-02,2.411943216253384717e-02,2.126325596975615559e-02,2.069708253893025665e-02,1.488188101349197934e-01,1.608906715628733719e-01,1.510644272907377406e-01,1.490396735739245304e-01
6.674999999999999822e-01,3.069116679069173667e-02,5.746065409226380760e-02,7.845917926569720424e-02,4.630267515057633759e-02,2.021714337148133589e-01,-2.244061062801085485e-02,8.713350028495035760e-02,2.512496290082998907e-01,9.316153518292840108e-01,-5.880331063714593076e-02,1.088081458105295241e+01,2.062537091436329739e-02,2.412080325386250709e-02,2.125862444058029127e-02,2.068410697451930277e-02,1.487930223427500198e-01,1.609079733399528533e-01,1.510599238950359746e-01,1.490047349656393738e-01
6.700000000000000400e-01,3.066136410704408885e-02,5.750573906653951017e-02,7.847954901324755150e-02,4.622595519702051708e-02,2.026615721911698975e-01,-2.184643509380437831e-02,8.712656725098047450e-02,2.520491413946157055e-01,9.314687462274318097e-01,-5.848117892179335170e-02,1.088465174093993859e+01,2.061493626410219188e-02,2.412213858943680622e-02,2.125399428213612871e-02,2.067109820645947338e-02,1.487670853763792822e-01,1.609250898925535245e-01,1.510553585058908577e-01,1.489695930538743052e-01
6.724999999999999867e-01,3.063171612927408083e-02,5.755058310617564010e-02,7.849974824549799113e-02,4.615079745786116600e-02,2.031512372222738783e-01,-2.125231508187581247e-02,8.711939001479908351e-02,2.528478381035279554e-01,9.313229458950257333e-01,-5.815909478457940290e-02,1.088850209889052678e+01,2.060448165742565299e-02,2.412343816669807947e-02,2.124936550693978105e-02,2.065805635009455160e-02,1.487409993833128941e-01,1.609420211507208431e-01,1.510507311546214482e-01,1.489342481192296730e-01
6.750000000000000444e-01,3.060222209896855394e-02,5.759518497088805811e-02,7.851977666822813895e-02,4.607721800061122253e-02,2.036404289282996438e-01,-2.065824926853303267e-02,8.711196855501673886e-02,2.536457315322334094e-01,9.311779507153555846e-01,-5.783705643016578968e-02,1.089236565959198089e+01,2.059400715442871385e-02,2.412470198316781292e-02,2.124473812749732779e-02,2.064498152017205795e-02,1.487147645112341376e-01,1.609587670446539498e-01,1.510460418724207943e-01,1.488987004404953574e-01
6.774999999999999911e-01,3.057288124694682724e-02,5.763954341764731398e-02,7.853963398371970051e-02,4.600523263787213019e-02,2.041291474306576870e-01,-2.006423632180959551e-02,8.710430284854445149e-02,2.544428340088285001e-01,9.310337605762561974e-01,-5.751506201731819423e-02,1.089624242786480934e+01,2.058351281520555409e-02,2.412593003644715114e-02,2.124011215630490501e-02,2.063187383084743101e-02,1.486883809079938834e-01,1.609753275046944543e-01,1.510412906903469688e-01,1.488629502946545724e-01
6.800000000000000488e-01,3.054369279328452563e-02,5.768365720069782571e-02,7.855931989082508282e-02,4.593485692433427886e-02,2.046173928529516628e-01,-1.947027490052586490e-02,8.709639287066590907e-02,2.552391577899174036e-01,9.308903753702232331e-01,-5.719310965859510792e-02,1.090013240866257860e+01,2.057299869984899332e-02,2.412712232421634212e-02,2.123548760584879902e-02,2.061873339568834340e-02,1.486618487216003759e-01,1.609917024613148062e-01,1.510364776393136321e-01,1.488269979568876689e-01
6.824999999999999956e-01,3.051465594734008302e-02,5.772752507157701690e-02,7.857883408503751888e-02,4.586610615384868750e-02,2.051051653219484461e-01,-1.887636365334298058e-02,8.708823859511063969e-02,2.560347150582524822e-01,9.307477949945290874e-01,-5.687119742003889783e-02,1.090403560707173902e+01,2.056246486844992560e-02,2.412827884423411964e-02,2.123086448860554004e-02,2.060556032767913923e-02,1.486351681002082148e-01,1.610078918451063046e-01,1.510316027500809288e-01,1.487908437005766027e-01
6.850000000000000533e-01,3.048576990778402787e-02,5.777114577913564086e-02,7.859817625856162226e-02,4.579899535657112886e-02,2.055924649685621219e-01,-1.828250121781302417e-02,8.707983999412845233e-02,2.568295179204069800e-01,9.306060193513395751e-01,-5.654932332087005131e-02,1.090795202831141886e+01,2.055191138109671578e-02,2.412939959433704415e-02,2.122624281704199936e-02,2.059235473922538945e-02,1.486083391921075025e-01,1.610238955867670796e-01,1.510266660532460781e-01,1.487544877973097646e-01
6.875000000000000000e-01,3.045703386263072174e-02,5.781451806955868744e-02,7.861734610038562110e-02,4.573353929617936936e-02,2.060792919288499947e-01,-1.768868621942170857e-02,8.707119703856498749e-02,2.576235784044839106e-01,9.304650483478308365e-01,-5.622748533318407821e-02,1.091188167773324480e+01,2.054133829787454721e-02,2.413048457243877412e-02,2.122162260361545871e-02,2.057911674215857217e-02,1.485813621457126310e-01,1.610397136170896026e-01,1.510216675792337981e-01,1.487179305168871701e-01
6.900000000000000577e-01,3.042844698927314739e-02,5.785764068638630381e-02,7.863634329635378617e-02,4.566975246716602210e-02,2.065656463450215308e-01,-1.709491727062650498e-02,8.706230969793780916e-02,2.584169084578618047e-01,9.303248818963094635e-01,-5.590568138165163958e-02,1.091582456082115549e+01,2.053074567886471052e-02,2.413153377652928200e-02,2.121700386077369702e-02,2.056584644774088477e-02,1.485542371095507908e-01,1.610553458669479465e-01,1.510166073582867585e-01,1.486811721273259279e-01
