t,alpha_3to0,alpha_0to1,alpha_1to2,alpha_2to3,rg2dot,length,L_over_Rg,u_rms
1.250000000000000000e+00,2.662554935968390254e-02,5.854694666014247095e-02,7.696425004668359937e-02,6.537345224418461553e-02,6.096487745449117625e-03,1.201270161804973569e+01,1.257886156511482056e+01,3.822237022445434951e-01
1.260000000000000009e+00,2.658622639606095586e-02,5.839815960462155925e-02,7.683743286867403266e-02,6.593555667192185776e-02,7.454685736228772348e-03,1.203764779672360064e+01,1.260451529759822265e+01,3.821223385771104764e-01
1.270000000000000018e+00,2.654767168159222201e-02,5.824430132467908749e-02,7.670789840228187106e-02,6.648341177801961321e-02,8.820346593655051942e-03,1.206278247755368227e+01,1.263027022218434325e+01,3.820170531794490620e-01
1.280000000000000027e+00,2.650994198017924547e-02,5.808556782593802398e-02,7.657570284280176831e-02,6.701596264029212324e-02,1.019347598203064302e-02,1.208810652106002870e+01,1.265612614429482718e+01,3.819078386701996730e-01
1.290000000000000036e+00,2.647309909003760231e-02,5.792216217335108275e-02,7.644090320726884547e-02,6.753220000893918329e-02,1.157406621276231562e-02,1.211362080486150461e+01,1.268208288093227587e+01,3.817946891828771783e-01
1.300000000000000044e+00,2.643720978316225698e-02,5.775429241670244906e-02,7.630355721841826366e-02,6.803116262879237153e-02,1.296209622836523058e-02,1.213932622283966367e+01,1.270814026076726222e+01,3.816776003450033650e-01
1.310000000000000053e+00,2.640234572702560012e-02,5.758216927398752266e-02,7.616372318884630233e-02,6.851193926393103761e-02,1.435753164869602895e-02,1.216522368429204271e+01,1.273429812422374852e+01,3.815565692681439081e-01
1.320000000000000062e+00,2.636858338814809452e-02,5.740600359596829266e-02,7.602145990595020331e-02,6.897367042146948513e-02,1.576032488105951271e-02,1.219131411308176105e+01,1.276055632356566605e+01,3.814315945541113528e-01
1.330000000000000071e+00,2.633600391724573789e-02,5.722600364294076758e-02,7.587682651814314783e-02,6.941554977538547111e-02,1.717041529537459768e-02,1.221759844679090712e+01,1.278691472298782017e+01,3.813026763227538862e-01
1.340000000000000080e+00,2.630469301572458882e-02,5.704237221259354090e-02,7.572988242274752979e-02,6.983682529503262848e-02,1.858772946508847196e-02,1.224407763588565068e+01,1.281337319871470370e+01,3.811698162667760403e-01
1.350000000000000089e+00,2.627474078336181768e-02,5.685530366558626258e-02,7.558068715585654351e-02,7.023680008641038086e-02,2.001218147400317046e-02,1.227075264290136225e+01,1.283993163911092239e+01,3.810330177389132933e-01
1.360000000000000098e+00,2.624624154708390250e-02,5.666498090292034634e-02,7.542930028432782985e-02,7.061483295727456755e-02,2.144367328863084482e-02,1.229762444165635671e+01,1.286658994480735174e+01,3.808922858765042552e-01
1.370000000000000107e+00,2.621929367082449433e-02,5.647157235607593029e-02,7.527578129994010048e-02,7.097033871975516606e-02,2.288209519513420553e-02,1.232469401650303453e+01,1.289334802884715714e+01,3.807476277680622023e-01
1.380000000000000115e+00,2.619399934651789677e-02,5.627522905701168310e-02,7.512018951560038571e-02,7.130278824625076173e-02,2.432732629934604082e-02,1.235196236162518879e+01,1.292020581685588709e+01,3.805990526658453166e-01
1.390000000000000124e+00,2.617046436635629345e-02,5.607608186022117192e-02,7.496258396335134244e-02,7.161170829601784527e-02,2.577923508780635697e-02,1.237943048039036498e+01,1.294716324723994205e+01,3.804465722476605971e-01
1.400000000000000133e+00,2.614879787651284287e-02,5.587423889287117251e-02,7.480302329379048820e-02,7.189668113105010527e-02,2.723768004721896507e-02,1.240709938476576291e+01,1.297422027141749012e+01,3.802902009302148167e-01
1.409999999999999920e+00,2.612911211260450853e-02,5.566978331138525832e-02,7.464156567638763340e-02,7.215734394058660739e-02,2.870251033922047168e-02,1.243497009480610771e+01,1.300137685408584609e+01,3.801299562352644101e-01
1.419999999999999929e+00,2.611152211724044811e-02,5.546277144347634691e-02,7.447826870007843991e-02,7.239338809392185936e-02,3.017356652688345589e-02,1.246304363822135386e+01,1.302863297352897831e+01,3.799658592086214148e-01
1.429999999999999938e+00,2.609614544007361758e-02,5.525323139338996631e-02,7.431318927342366043e-02,7.260455824115320811e-02,3.165068134895101387e-02,1.249132105003170601e+01,1.305598862196860921e+01,3.797979348907705166e-01
1.439999999999999947e+00,2.608310182084365089e-02,5.504116218486708456e-02,7.414638352356241191e-02,7.279065128114739491e-02,3.313368053742920399e-02,1.251980337231674945e+01,1.308344380596180478e+01,3.796262128364609190e-01
1.449999999999999956e+00,2.607251285596942636e-02,5.482653351097162980e-02,7.397790669316120504e-02,7.295151521537705797e-02,3.462238367385053056e-02,1.254849165406492340e+01,1.311099854684774613e+01,3.794507276791872497e-01
1.459999999999999964e+00,2.606450164932184316e-02,5.460928615242188755e-02,7.380781303456550313e-02,7.308704790543468777e-02,3.611660507927440950e-02,1.257738695112867866e+01,1.313865288124560848e+01,3.792715197349937339e-01
1.469999999999999973e+00,2.605919244787793104e-02,5.438933311644141011e-02,7.363615570041054381e-02,7.319719575101864273e-02,3.761615473290528394e-02,1.260649032628994171e+01,1.316640686160512352e+01,3.790886356385613221e-01
1.479999999999999982e+00,2.605671026303013615e-02,5.416656153649489908e-02,7.346298663003507368e-02,7.328195230406285565e-02,3.912083921409022225e-02,1.263580284943959242e+01,1.319426055681071652e+01,3.789021290031009959e-01
1.489999999999999991e+00,2.605718047840085289e-02,5.394083535975607163e-02,7.328835643117544152e-02,7.334135683349257695e-02,4.063046266240229881e-02,1.266532559787376400e+01,1.322221405283953111e+01,3.787120610942187882e-01
1.500000000000000000e+00,2.606072844508808620e-02,5.371199883399961628e-02,7.311231425659271699e-02,7.337549285388395015e-02,4.214482775051855284e-02,1.269505965670873415e+01,1.325026745347292767e+01,3.785185015066768743e-01
