s,rho,cyc0,cyc1,cyc2,cyc3,alpha_max,alpha_p95,sigma_local,sigma_near2,sigma_near4,dist_active_to_alphamax,reach,curv_radius,half_nonlocal_sep,L,spacing,reach_controller,active_i,active_j,alpha_max_i,dlnreach_ds,gamma_hat,A_local,A_near2,A_near4,A_p95,A_max,y_core_over_reach_sq,Re_required_local,gate_Re100,gate_Re1000,gate_Re4000,gate_Re10000
6.524999999999999689e-01,4.616670784680487923e-03,1.947192033716043935e-01,-6.835170676393121855e-03,1.099652072245326379e-01,-1.515372422010754366e-02,9.183318769787922609e-01,6.369176116240407026e-01,-1.176185465126697999e-01,4.831549803209697069e-01,4.859669488946600224e-01,1.556738945233936855e+00,1.523825180069490748e-01,1.523825180069490748e-01,1.592505873067671107e-01,1.099534852843200383e+01,3.436046415135000920e-02,0.000000000000000000e+00,1.420000000000000000e+02,1.420000000000000000e+02,8.000000000000000000e+00,-8.009495957053189841e-01,7.963329249206384519e-01,-3.971354217411557364e-02,-2.576332147055121133e-02,-2.569802634607857780e-02,-2.219288677789104172e-02,-1.565832602332353773e-02,6.890483407823232154e-02,inf,-2.736455034166315192e-01,-2.736455034166315414e+00,-1.094582013666526166e+01,-2.736455034166315059e+01
6.600000000000000311e-01,5.027243463443187288e-03,1.946862209597322035e-01,-7.497817135356302058e-03,1.099307885870609292e-01,-1.559227677378003350e-02,9.180403515030856054e-01,6.378396992247492570e-01,-1.058130802098579265e-01,4.750849149739922450e-01,4.831118243506436483e-01,1.557304500800772429e+00,1.514930625384694474e-01,1.514930625384694474e-01,1.590648264513122856e-01,1.099778248856640239e+01,3.436807027677001025e-02,0.000000000000000000e+00,1.420000000000000000e+02,1.420000000000000000e+02,8.000000000000000000e+00,-8.179783809068084111e-01,8.129511374433652238e-01,-3.974312368863698597e-02,-2.641142872784170079e-02,-2.622720996968675930e-02,-2.267618234202069608e-02,-1.624553590329719244e-02,6.971632602061245132e-02,inf,-2.770744568154541732e-01,-2.770744568154541732e+00,-1.108297827261816693e+01,-2.770744568154541554e+01
6.674999999999999822e-01,5.442795503760033959e-03,1.946529909904160804e-01,-8.160779270923849277e-03,1.098871940307350331e-01,-1.602717022663754931e-02,9.177134421976309575e-01,6.384291894306728388e-01,-3.438197299574260457e-01,4.667157186786443090e-01,4.802020771494213691e-01,1.574227184003638813e+00,1.505242573668906791e-01,1.505242573668906791e-01,1.588866513605894926e-01,1.100014871773974612e+01,3.437546474293670662e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-9.078973443292142065e-01,9.024545488254541725e-01,-4.868493526544985517e-02,-3.032018614486315516e-02,-3.001461827576762040e-02,-2.642957924260771682e-02,-2.010168174716009393e-02,7.061663131373516200e-02,inf,-3.437966124173335580e-01,-3.437966124173335469e+00,-1.375186449669334188e+01,-3.437966124173335203e+01
6.750000000000000444e-01,5.863410259894364165e-03,1.946198617024996746e-01,-8.823533219284028159e-03,1.098341156309107502e-01,-1.645834378947320584e-02,9.173526979384549751e-01,6.389973457157380743e-01,-3.308620863577907412e-01,4.580650075665290144e-01,4.772312071403115863e-01,1.575065836147413467e+00,1.494439448840349516e-01,1.494439448840349516e-01,1.587160032889011196e-01,1.100244598766799342e+01,3.438264371146247667e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-9.423580935516326917e-01,9.364946832917383501e-01,-4.921970025350921873e-02,-3.160020279010102018e-02,-3.117215461255189168e-02,-2.755935174363624215e-02,-2.134270452720190420e-02,7.164127994571896363e-02,inf,-3.526162324706028639e-01,-3.526162324706028528e+00,-1.410464929882411411e+01,-3.526162324706028528e+01
6.824999999999999956e-01,6.289172646518498451e-03,1.945871834691789704e-01,-9.485541034327754292e-03,1.097712594360499144e-01,-1.688572198067662955e-02,9.169599528902858676e-01,6.395436406724982481e-01,-3.179994124606514982e-01,4.491502075001494454e-01,4.741927510584294514e-01,1.575906796420704747e+00,1.484115085074003970e-01,1.484115085074003970e-01,1.585528082256774385e-01,1.100467312450069635e+01,3.438960351406467747e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-9.062156867758801582e-01,8.999265141293616432e-01,-4.664776672890994652e-02,-2.975054772060739885e-02,-2.919896126078377896e-02,-2.555694655813771712e-02,-1.944658156276807964e-02,7.264150339379350785e-02,inf,-3.388563905150999700e-01,-3.388563905150999922e+00,-1.355425562060399969e+01,-3.388563905150999744e+01
6.900000000000000577e-01,6.720169007372040273e-03,1.945553101514418681e-01,-1.014625225751885143e-02,1.096983463379205825e-01,-1.730921442444689415e-02,9.165372630671710930e-01,6.413375229757223295e-01,-3.052415495140339274e-01,4.399885459925721443e-01,4.710802158086417335e-01,1.576748937758229774e+00,1.474262626596243020e-01,1.474262626596243020e-01,1.583718504558501716e-01,1.100682901003708203e+01,3.439634065636588273e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-8.699236510389027899e-01,8.632034820315307444e-01,-4.415687055438057701e-02,-2.795966486619048952e-02,-2.728390287772996387e-02,-2.358344493765188524e-02,-1.760211538255994704e-02,7.361567024366207079e-02,inf,-3.250637621723352355e-01,-3.250637621723352133e+00,-1.300255048689340853e+01,-3.250637621723352311e+01
6.975000000000000089e-01,7.156486983905141486e-03,1.945246001810273517e-01,-1.080510561913915202e-02,1.096151123048346443e-01,-1.772871575060779720e-02,9.160868473492844721e-01,6.418441053942300911e-01,-2.925951925112130203e-01,4.305971221884075106e-01,4.678870062530701701e-01,1.577591186835700876e+00,1.464874887153411187e-01,1.464874887153411187e-01,1.581058327039867872e-01,1.100891258278096707e+01,3.440285182119052348e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-8.335428685474397525e-01,8.263863815635346111e-01,-4.174484236809856974e-02,-2.622615908175303379e-02,-2.542597095914500560e-02,-2.169309787392098912e-02,-1.580823686326829000e-02,7.456223457678916311e-02,inf,-3.112588729021252276e-01,-3.112588729021252387e+00,-1.245035491608500955e+01,-3.112588729021252121e+01
7.049999999999999600e-01,7.598215384902601288e-03,1.944954173550662857e-01,-1.146153070042734909e-02,1.095213081504005093e-01,-1.814410559903232439e-02,9.156110365586844768e-01,6.416945558212049372e-01,-2.800652943030280673e-01,4.209930193775919816e-01,4.646063807192719053e-01,1.578432522117679815e+00,1.455944466042527474e-01,1.455944466042527474e-01,1.578452438060134189e-01,1.101092283882785594e+01,3.440913387133705259e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-7.971263681248785815e-01,7.895281527399760080e-01,-3.940918165856952676e-02,-2.454832777988021769e-02,-2.362382295993958534e-02,-1.986995335668646431e-02,-1.406354222687144877e-02,7.547973427674417590e-02,inf,-2.974594559652767867e-01,-2.974594559652768311e+00,-1.189837823861107324e+01,-2.974594559652767956e+01
7.125000000000000222e-01,8.045444057985861458e-03,1.944681313443013260e-01,-1.211494946857580302e-02,1.094166990857510652e-01,-1.855524873603404609e-02,9.151122318368614117e-01,6.426837217675731573e-01,-2.676565932808701032e-01,4.111934087040179375e-01,4.612314556455379133e-01,1.579271973158452802e+00,1.447463829706413796e-01,1.447463829706413796e-01,1.575899593343566274e-01,1.101285883257901155e+01,3.441518385180940970e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-7.607225357803883981e-01,7.526770917224024915e-01,-3.714726256294094420e-02,-2.292432630354824738e-02,-2.187595339331353111e-02,-1.807425344836233530e-02,-1.236646332885510402e-02,7.636679117214846546e-02,inf,-2.836817242761079938e-01,-2.836817242761079605e+00,-1.134726897104431842e+01,-2.836817242761079783e+01
7.199999999999999734e-01,8.498263763776358823e-03,1.944431179350554761e-01,-1.276477770354688540e-02,1.093010642881155903e-01,-1.896199529185621860e-02,9.145928712106750069e-01,6.436632804182925716e-01,-2.553746604853638358e-01,4.012155956233640075e-01,4.577552605756035065e-01,1.580108621395254209e+00,1.439425347286391044e-01,1.439425347286391044e-01,1.573398433726158896e-01,1.101471967727814949e+01,3.442099899149421438e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-7.243787387471343209e-01,7.158804749833579395e-01,-3.495652749845534757e-02,-2.135233634707990949e-02,-2.018086539927221520e-02,-1.632895286328290424e-02,-1.071543985815973273e-02,7.722211472070869553e-02,inf,-2.699416976723327255e-01,-2.699416976723326922e+00,-1.079766790689330769e+01,-2.699416976723327011e+01
7.275000000000000355e-01,8.956766053358789295e-03,1.944207590368949856e-01,-1.341042641546899561e-02,1.091741966355181254e-01,-1.936418112685928117e-02,9.140554014901638435e-01,6.446354954821016392e-01,-2.432260679733370956e-01,3.910769815849804432e-01,4.541708244106426040e-01,1.580941602021945114e+00,1.431821286698247431e-01,1.431821286698247431e-01,1.570947489388805351e-01,1.101650454536799018e+01,3.442657670427497207e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-6.881438363687095716e-01,6.791870703153507494e-01,-3.283460122444511325e-02,-1.983067703923925909e-02,-1.853718247188770527e-02,-1.463244301919537117e-02,-9.109032664864388784e-03,7.804450909117954804e-02,inf,-2.562560333766461529e-01,-2.562560333766461973e+00,-1.025024133506584789e+01,-2.562560333766461795e+01
7.349999999999999867e-01,9.421043149567386726e-03,1.944014424907922201e-01,-1.405130337014448214e-02,1.090359026469787662e-01,-1.976162832943086436e-02,9.135022519385422868e-01,6.456028857801442422e-01,-2.312176450299782415e-01,3.807949449074793380e-01,4.504712616214003318e-01,1.581770106073779658e+00,1.424643792091302152e-01,1.424643792091302152e-01,1.568545184400081671e-01,1.101821266866507365e+01,3.443191458957835238e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-6.520685950957556543e-01,6.426475519461882779e-01,-3.077929340772572048e-02,-1.835782508291732701e-02,-1.694366763700639808e-02,-1.298325680803318061e-02,-7.545944658436960946e-03,7.883288177326146229e-02,inf,-2.426420398275767609e-01,-2.426420398275767720e+00,-9.705681593103070881e+00,-2.426420398275767454e+01
7.425000000000000488e-01,9.891187832515940803e-03,1.943855617073350084e-01,-1.468681479642600617e-02,1.088860025726217928e-01,-2.015414584217486982e-02,9.129358066237678315e-01,6.465681718291733659e-01,-2.193551614053112775e-01,3.703866753064071760e-01,4.466498278107882691e-01,1.582593381764037854e+00,1.417884868635868878e-01,1.417884868635868878e-01,1.566189841796124249e-01,1.101984333835293661e+01,3.443701043235292830e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-6.162039275694439766e-01,6.063127397369280080e-01,-2.878850301483649315e-02,-1.693234786896317262e-02,-1.539915535705506551e-02,-1.138000196545551658e-02,-6.024953692853825087e-03,7.958625094975892156e-02,inf,-2.291169025406668558e-01,-2.291169025406668336e+00,-9.164676101626673344e+00,-2.291169025406668425e+01
7.500000000000000000e-01,1.036729332972322580e-02,1.943735151552463403e-01,-1.531636727173340054e-02,1.087243305289157663e-01,-2.054153020621501957e-02,9.123583738091886053e-01,6.475342287501527627e-01,-2.076420055220812577e-01,3.598690145739923407e-01,4.426999271093412514e-01,1.583410734411250465e+00,1.411536395129481536e-01,1.411536395129481536e-01,1.563879689358808889e-01,1.102139590479537290e+01,3.444186220248553892e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-5.805977559136863420e-01,5.702304625839631491e-01,-2.686007455665685370e-02,-1.555278639305735129e-02,-1.390243430521147759e-02,-9.821243998016697396e-03,-4.544795057246408046e-03,8.030374914091377436e-02,inf,-2.156964689104012567e-01,-2.156964689104012844e+00,-8.627858756416051378e+00,-2.156964689104012933e+01
7.575000000000000622e-01,1.084945321108693461e-02,1.943657057122671894e-01,-1.593936971329758256e-02,1.085507345795739265e-01,-2.092356640828651679e-02,9.117721527074661436e-01,6.485040447558469978e-01,-1.960784199038790032e-01,3.492583545261443989e-01,4.386150739033415347e-01,1.584221524846948892e+00,1.405590171801825716e-01,1.405590171801825716e-01,1.561612866124563181e-01,1.102286977717320227e+01,3.444646805366625986e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-5.452918094085816847e-01,5.344423561974946946e-01,-2.499167080881018257e-02,-1.421754087687674036e-02,-1.245213470952725998e-02,-8.305392459092689195e-03,-3.104047281207576291e-03,8.098462192310489083e-02,inf,-2.023941011678189739e-01,-2.023941011678189739e+00,-8.095764046712758955e+00,-2.023941011678189383e+01
7.650000000000000133e-01,1.133776128885877199e-02,1.943625398878505994e-01,-1.655523537703636194e-02,1.083650767096162315e-01,-2.130002881290216782e-02,9.111791998103593304e-01,6.494806838579151309e-01,-1.846616220787329898e-01,3.385706227187755823e-01,4.343888301572731980e-01,1.585025166768729177e+00,1.400037995584113015e-01,1.400037995584113015e-01,1.559387429514414170e-01,1.102426442294950704e+01,3.445082632171721226e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-5.103196283780846443e-01,4.989818670892258723e-01,-2.318071516686750350e-02,-1.292480650686911835e-02,-1.104666770096598451e-02,-6.830638534190855600e-03,-1.701069202881597088e-03,8.162822226969262962e-02,inf,-1.892200570011495775e-01,-1.892200570011495664e+00,-7.568802280045982656e+00,-1.892200570011495486e+01
7.724999999999999645e-01,1.183231152264825961e-02,1.943644269317270079e-01,-1.716338379274642487e-02,1.081672327012477147e-01,-2.167068216287162952e-02,9.105813982541698381e-01,6.503810580582838341e-01,-1.733867756722757558e-01,3.278213540301082030e-01,4.300147495502613104e-01,1.585821123872314331e+00,1.394871744008523706e-01,1.394871744008523706e-01,1.557201362876577955e-01,1.102557936716969955e+01,3.445493552240531249e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-4.757065087747776033e-01,4.638741972521293611e-01,-2.142442563815451576e-02,-1.167258354384951603e-02,-9.684240184803939722e-03,-5.396645239464179650e-03,-3.340126122132144361e-04,8.223400253703216922e-02,inf,-1.761816272282455409e-01,-1.761816272282455520e+00,-7.047265089129822080e+00,-1.761816272282455742e+01
7.800000000000000266e-01,1.233319792935357907e-02,1.943717778527014883e-01,-1.776324262542618160e-02,1.079570919659713635e-01,-2.203528263533574214e-02,9.099804339167407718e-01,6.509913875540713768e-01,-1.622484328676080945e-01,3.170258140058788143e-01,4.254863569098144005e-01,1.586608907620829845e+00,1.390083445847149768e-01,1.390083445847149768e-01,1.555052583215714157e-01,1.102681419160401077e+01,3.445879434876253367e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-4.414713280733053580e-01,4.291381301439518015e-01,-1.971992507514101420e-02,-1.045875550013928776e-02,-8.362937736963610771e-03,-4.005431898842276052e-03,9.990962853432688601e-04,8.280150674138109235e-02,inf,-1.632839509048818749e-01,-1.632839509048818583e+00,-6.531358036195274330e+00,-1.632839509048818627e+01
7.874999999999999778e-01,1.284051449776566454e-02,1.943850043837495045e-01,-1.835424951342933333e-02,1.077345573975244247e-01,-2.239357894606315916e-02,9.093777810976252374e-01,6.516154953625852286e-01,-1.512418846569698605e-01,2.977312189149962651e-01,4.207971772573090297e-01,1.587388076193180897e+00,1.385665322216312889e-01,1.385665322216312889e-01,1.552938948956788523e-01,1.102796853374080399e+01,3.446240166794001247e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-4.076294706690930525e-01,3.947889561713273654e-01,-1.806438348382522971e-02,-9.443792864120810829e-03,-7.080842305055475190e-03,-2.648972751882230393e-03,2.300239405466701810e-03,8.333036533171746252e-02,inf,-1.505311675199399457e-01,-1.505311675199399346e+00,-6.021246700797597384e+00,-1.505311675199399524e+01
7.950000000000000400e-01,1.335435510739204669e-02,1.944045179376622523e-01,-1.893585396252975631e-02,1.074995452818158920e-01,-2.274531350036998120e-02,9.087746989589858826e-01,6.522565006637438545e-01,-1.403639013195296381e-01,2.889436784623893306e-01,4.159408090040944694e-01,1.588158234634670318e+00,1.381609793387334473e-01,1.381609793387334473e-01,1.550858267730569340e-01,1.102904208563986721e+01,3.446575651762458226e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-3.741956988853303301e-01,3.608413437779383059e-01,-1.645513856431244856e-02,-8.260319626235168231e-03,-5.836140460860763692e-03,-1.325238728445352499e-03,3.571297667252933648e-03,8.382029338798710483e-02,inf,-1.379274542200650266e-01,-1.379274542200650489e+00,-5.517098168802601954e+00,-1.379274542200650444e+01
8.024999999999999911e-01,1.387481345081326145e-02,1.944307285984463174e-01,-1.950751935725878600e-02,1.072519852471610774e-01,-2.309022359298119192e-02,9.081722378935654927e-01,6.498104410180051138e-01,-1.296125996814849468e-01,2.800631924650074933e-01,4.109110184357276929e-01,1.588919035724804862e+00,1.377909459103320577e-01,1.377909459103320577e-01,1.548200307465081582e-01,1.103003459265545949e+01,3.446885810204831230e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-3.411859167101169987e-01,3.273111032593037373e-01,-1.488975241496364940e-02,-7.111506579354799455e-03,-4.627184642433295261e-03,-9.135783877023275314e-05,4.813988313362551133e-03,8.427109161728874032e-02,inf,-1.254775689920147874e-01,-1.254775689920147874e+00,-5.019102759680591497e+00,-1.254775689920147919e+01
8.100000000000000533e-01,1.440198295863466191e-02,1.944640441866311853e-01,-2.006872509814836350e-02,1.069918201857761597e-01,-2.342804266024900092e-02,9.075712532287929513e-01,6.444200962138586508e-01,-1.189865296349174040e-01,2.711061772377540979e-01,4.057018245167188231e-01,1.589670180780611286e+00,1.374557068899568968e-01,1.374557068899568968e-01,1.544920900102653982e-01,1.103094585203900380e+01,3.447170578762188964e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-3.086172772056556823e-01,2.942152942470210308e-01,-1.336598950882144331e-02,-5.995550069473019883e-03,-3.452490305494107341e-03,1.057869754080114667e-03,6.029866492296803195e-03,8.468264831865324194e-02,inf,-1.131867389006335073e-01,-1.131867389006335101e+00,-4.527469556025340403e+00,-1.131867389006334967e+01
8.175000000000000044e-01,1.493595672583597489e-02,1.945048694238905862e-01,-2.061896881454801031e-02,1.067190060508112909e-01,-2.375850158601168841e-02,9.069724226765040198e-01,6.389167812558304016e-01,-1.084833847111746630e-01,2.620887628085113996e-01,4.003075473571202081e-01,1.590411419637535406e+00,1.371545500692119557e-01,1.371545500692119557e-01,1.541655844020413391e-01,1.103177571143168301e+01,3.447429909822401217e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-2.765067665386595763e-01,2.615708098128236014e-01,-1.188173203976760316e-02,-4.910762036999686241e-03,-2.310677256326286715e-03,2.177889472243026928e-03,7.220383485684665585e-03,8.505494010102938873e-02,inf,-1.010600006938915246e-01,-1.010600006938915385e+00,-4.042400027755661540e+00,-1.010600006938915207e+01
8.250000000000000666e-01,1.547682743806790343e-02,1.945536052083366718e-01,-2.115776856835138720e-02,1.064335114468988736e-01,-2.408133005744015481e-02,9.063762639653215603e-01,6.383069505027825219e-01,-9.809888517033824029e-02,2.530269862221911636e-01,3.947228085574067680e-01,1.591142549373622650e+00,1.368867760589145000e-01,1.368867760589145000e-01,1.538403289249360706e-01,1.103252406725715851e+01,3.447663771017862172e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-2.448689780881920797e-01,2.293921506501241658e-01,-1.043487127842758662e-02,-3.855478401210083676e-03,-1.200383575794637626e-03,3.363893508553070059e-03,8.386973478710861574e-03,8.538802967267687671e-02,inf,-8.910130983529385151e-02,-8.910130983529384041e-01,-3.564052393411753616e+00,-8.910130983529384707e+00
8.325000000000000178e-01,1.602468729616755155e-02,1.946106480011312589e-01,-2.168466497119509936e-02,1.061353169845917210e-01,-2.439625796071885275e-02,9.057831500944234504e-01,6.404385105820090685e-01,-8.782630237200597656e-02,2.439369234317151913e-01,3.889424910884462516e-01,1.591863411826569541e+00,1.366517007083823954e-01,1.366517007083823954e-01,1.535161387278242140e-01,1.103319086302461471e+01,3.447872144695192376e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-2.137140483206110275e-01,1.976893610244434829e-01,-9.023219530962222831e-03,-2.827976792509998005e-03,-1.201881643876410679e-04,4.576169862462899432e-03,9.531132689171915168e-03,8.568206020262743305e-02,inf,-7.731280390734288077e-02,-7.731280390734288632e-01,-3.092512156293715453e+00,-7.731280390734288410e+00
8.399999999999999689e-01,1.657962793693462666e-02,1.946763893205059048e-01,-2.219922318123314017e-02,1.058244144419074606e-01,-2.470301680005099546e-02,9.051933212695099096e-01,6.424980401510033134e-01,-7.765682641554091936e-02,2.348346977101095912e-01,3.829616826611700331e-01,1.592573890401623338e+00,1.364486592658641362e-01,1.364486592658641362e-01,1.531928299890744083e-01,1.103377608755230277e+01,3.448055027360094615e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-1.830465827965497283e-01,1.664669548596151016e-01,-7.644475477469742097e-03,-1.826434340975187148e-03,9.314289139771374498e-04,5.763538228035362636e-03,1.065446112966236987e-02,8.593724706839889205e-02,inf,-6.569451778156337740e-02,-6.569451778156337740e-01,-2.627780711262535096e+00,-6.569451778156337518e+00
8.475000000000000311e-01,1.714174034799315072e-02,1.947512153409678703e-01,-2.270103480119015082e-02,1.055008058419290573e-01,-2.500134111873976092e-02,9.046068942850348238e-01,6.444875880923734979e-01,-6.758063596881477841e-02,2.257363501936821004e-01,3.767756333446934391e-01,1.593273906904779880e+00,1.362770109336783331e-01,1.362770109336783331e-01,1.528702208528555095e-01,1.103427977312171926e+01,3.448212429100537546e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-1.528659410579393807e-01,1.357242007099462300e-01,-6.296251903006148259e-03,-8.489378719302830955e-04,1.956076652173474248e-03,6.927868795762062368e-03,1.175865464596173408e-02,8.615386871083420550e-02,inf,-5.424464598219316813e-02,-5.424464598219317368e-01,-2.169785839287726947e+00,-5.424464598219317146e+00
8.549999999999999822e-01,1.771111477444625021e-02,1.948355066005863223e-01,-2.318971973649030724e-02,1.051645025871035810e-01,-2.529096989934054296e-02,9.040238713447802388e-01,6.464096109701936710e-01,-5.758824912139439561e-02,2.166576115678719439e-01,3.703797529649270337e-01,1.593963419075784316e+00,1.361361424110950902e-01,1.361361424110950902e-01,1.525481324012682161e-01,1.103470199357253634e+01,3.448344372991417328e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-1.231676782041120077e-01,1.054565634296657506e-01,-4.976149230267696427e-03,1.064628181374387351e-04,2.955402838627197836e-03,8.071077797188339065e-03,1.284545557751302219e-02,8.633225847731468283e-02,inf,-4.296022015691612628e-02,-4.296022015691612905e-01,-1.718408806276645162e+00,-4.296022015691612239e+00
8.625000000000000444e-01,1.828784061492368454e-02,1.949296378238256633e-01,-2.366492806932229617e-02,1.048155247735251538e-01,-2.557164792133335279e-02,9.034441506778529973e-01,6.482669541090975152e-01,-4.767162817108320377e-02,2.076136525272460898e-01,3.637696587439183671e-01,1.594642419172324965e+00,1.360254695230743716e-01,1.360254695230743716e-01,1.522263896433050934e-01,1.103504286234864828e+01,3.448450894483952311e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-9.394549442833977082e-02,7.565765381341608975e-02,-3.681841017440355517e-03,1.041684242421102259e-03,3.931027638271506093e-03,9.195060712734950611e-03,1.391658609969016226e-02,8.647279873534687022e-02,inf,-3.183790972766645938e-02,-3.183790972766645799e-01,-1.273516389106658320e+00,-3.183790972766646021e+00
8.699999999999999956e-01,1.887200630458634246e-02,1.950339778676464242e-01,-2.412634195967602174e-02,1.044539007446796258e-01,-2.584312705915719696e-02,9.028675407091740768e-01,6.500628204936543808e-01,-3.782461856475106271e-02,1.986188995542398916e-01,3.569412646751894402e-01,1.595310933507842366e+00,1.359444368587401641e-01,1.359444368587401641e-01,1.519048225061480351e-01,1.103530253050586651e+01,3.448532040783083147e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-6.519289242618242497e-02,4.632088612159608598e-02,-2.411135005847158275e-03,1.958551623114501185e-03,4.884489823655227027e-03,1.030163702781666107e-02,1.497369323156599527e-02,8.657591747724042996e-02,inf,-2.087462252927092116e-02,-2.087462252927091699e-01,-8.349849011708366797e-01,-2.087462252927092088e+00
8.775000000000000577e-01,1.946369918267496640e-02,1.951488897930496180e-01,-2.457367751604883077e-02,1.040796668545290182e-01,-2.610516750962024388e-02,9.022937782047244504e-01,6.518007289549605510e-01,-2.804257555583847955e-02,1.916839054202338632e-01,3.498908885934645108e-01,1.595969022451282582e+00,1.358925161337618537e-01,1.358925161337618537e-01,1.515832668234786962e-01,1.103548118469218053e+01,3.448587870216306139e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-3.690392739170533787e-02,1.744022820903037146e-02,-1.161985533000741127e-03,2.895654159524981008e-03,5.817227070112649528e-03,1.139252844650120826e-02,1.601832746181574077e-02,8.664208658282372688e-02,inf,-1.006768511582387983e-02,-1.006768511582387948e-01,-4.027074046329551793e-01,-1.006768511582387893e+00
8.850000000000000089e-01,2.006300534228220786e-02,1.952747310540825787e-01,-2.500668651629783454e-02,1.036928673258435685e-01,-2.635753894407631692e-02,9.017225491970868312e-01,6.534844642379465940e-01,-1.832135876476612829e-02,1.944438713221785520e-01,3.426153466227936373e-01,1.596616780211220332e+00,1.358692044290450152e-01,1.358692044290450152e-01,1.512615653254570924e-01,1.103557904511179721e+01,3.448618451597436352e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,-9.072858186584653595e-03,-1.099014715569755427e-02,6.754556272823815724e-05,3.995285478361962350e-03,6.730596213385450950e-03,1.246937712836819825e-02,1.705196157826191147e-02,8.667182029647843566e-02,6.832588243603467708e+05,5.854296874606369685e-04,5.854296874606369251e-03,2.341718749842547700e-02,5.854296874606369772e-02
8.925000000000000711e-01,2.067000946023174815e-02,1.954118537848078818e-01,-2.542515782970251187e-02,1.032935540422458554e-01,-2.660002158596461511e-02,9.011535101622814015e-01,6.551180221270859194e-01,-8.656122986229466618e-03,1.970810628089909311e-01,3.351120098295785610e-01,1.597254333815692151e+00,1.358740233892432592e-01,1.358740233892432592e-01,1.509395686416342142e-01,1.103559636348457040e+01,3.448623863588928112e-02,0.000000000000000000e+00,1.430000000000000000e+02,1.430000000000000000e+02,8.000000000000000000e+00,1.514660678961377016e-02,-3.581661624984551484e-02,1.162667666169618207e-03,4.960936203751569427e-03,7.509229071929407820e-03,1.341710014369810848e-02,1.795934587200734636e-02,8.666567253349455324e-02,3.969696321908228128e+04,1.007633752215384912e-02,1.007633752215384981e-01,4.030535008861539925e-01,1.007633752215384870e+00
