s,logR_cumulative
2.894999999999999929e+01,4.601972292916593155e+00
2.900000000000000000e+01,4.613260544986252043e+00
2.905000000000000071e+01,4.625458586486621115e+00
2.910000000000000142e+01,4.637921643945730032e+00
2.915000000000000213e+01,4.650990023230125558e+00
2.919999999999999929e+01,4.665065491722108604e+00
2.925000000000000000e+01,4.679701927751918511e+00
2.930000000000000071e+01,4.694490178344573827e+00
2.935000000000000142e+01,4.709350138923940499e+00
2.940000000000000213e+01,4.724222887239719171e+00
2.944999999999999929e+01,4.739151094127983299e+00
2.950000000000000000e+01,4.754204381588662542e+00
2.955000000000000071e+01,4.768844470711567141e+00
2.960000000000000142e+01,4.781297164862737148e+00
2.965000000000000213e+01,4.790775573453856850e+00
2.969999999999999929e+01,4.799746426417106804e+00
2.975000000000000000e+01,4.811062017663503276e+00
2.980000000000000071e+01,4.824212512416149679e+00
2.985000000000000142e+01,4.836100971642510515e+00
2.990000000000000213e+01,4.847018791969921025e+00
2.994999999999999929e+01,4.859089312542445249e+00
3.000000000000000000e+01,4.871121250465796138e+00
