R,zeta,Gamma_enclosed,dGamma_dR,material_viscous_dGamma_dt
3.640000000000000124e+00,5.475907829671802460e-09,1.999999968910236348e+00,1.252383627726632319e-07,-3.907436918507093339e-08
3.644000000000000128e+00,5.252663169954198795e-09,1.999999969401176969e+00,1.202645938572033293e-07,-3.756378685848419347e-08
3.648000000000000131e+00,5.038289537614425174e-09,1.999999969872609196e+00,1.154829367920107941e-07,-3.610986457862189122e-08
3.652000000000000135e+00,4.832444084478993893e-09,1.999999970325286869e+00,1.108861933765221623e-07,-3.471054670380505566e-08
3.656000000000000139e+00,4.634796816677706060e-09,1.999999970759935852e+00,1.064674262237009711e-07,-3.336384945204434644e-08
3.660000000000000142e+00,4.445030128571642162e-09,1.999999971177254476e+00,1.022199496573516697e-07,-3.206785849250632855e-08
3.664000000000000146e+00,4.262838352959963693e-09,1.999999971577915092e+00,9.813732091391559190e-08,-3.082072661387886384e-08
3.668000000000000149e+00,4.087927327020187167e-09,1.999999971962564516e+00,9.421333163904486163e-08,-2.962067146731570561e-08
3.672000000000000153e+00,3.920013973454707105e-09,1.999999972331825582e+00,9.044199966955776662e-08,-2.846597338170995442e-08
3.676000000000000156e+00,3.758825896332343897e-09,1.999999972686296701e+00,8.681756109164368345e-08,-2.735497324910418459e-08
3.680000000000000160e+00,3.604100991131183196e-09,1.999999973026554523e+00,8.333446256648595248e-08,-2.628607047811442448e-08
3.684000000000000163e+00,3.455587068503382565e-09,1.999999973353153715e+00,7.998735391470686646e-08,-2.525772101329543015e-08
3.688000000000000167e+00,3.313041491299437656e-09,1.999999973666627628e+00,7.677108095133068696e-08,-2.426843541844350962e-08
3.692000000000000171e+00,3.176230824403270826e-09,1.999999973967490075e+00,7.368067856319086303e-08,-2.331677702188291884e-08
3.696000000000000174e+00,3.044930496944228868e-09,1.999999974256235324e+00,7.071136402095803092e-08,-2.240136012183950429e-08
3.700000000000000178e+00,2.918924476466532772e-09,1.999999974533337221e+00,6.785853051821512912e-08,-2.152084825006251174e-08
3.704000000000000181e+00,2.798004954649536295e-09,1.999999974799253177e+00,6.511774093021958747e-08,-2.067395249190286145e-08
3.708000000000000185e+00,2.681972044185901563e-09,1.999999975054422841e+00,6.248472178523081656e-08,-1.985942986111164776e-08
3.712000000000000188e+00,2.570633486437394602e-09,1.999999975299269428e+00,5.995535744149643655e-08,-1.907608172767155338e-08
3.716000000000000192e+00,2.463804369500258770e-09,1.999999975534199059e+00,5.752568446320023878e-08,-1.832275229702161062e-08
3.720000000000000195e+00,2.361306856324203392e-09,1.999999975759602755e+00,5.519188618888299261e-08,-1.759832713908383382e-08
3.724000000000000199e+00,2.262969922540799556e-09,1.999999975975857103e+00,5.295028748605095389e-08,-1.690173176554746289e-08
3.728000000000000203e+00,2.168629103667973927e-09,1.999999976183323813e+00,5.079734968587288223e-08,-1.623193025390864127e-08
3.732000000000000206e+00,2.078126251368644958e-09,1.999999976382349942e+00,4.872966569206558553e-08,-1.558792391681046493e-08
3.736000000000000210e+00,1.991309298451779703e-09,1.999999976573270777e+00,4.674395525824351788e-08,-1.496875001526838061e-08
3.740000000000000213e+00,1.908032032314515690e-09,1.999999976756407394e+00,4.483706042818897770e-08,-1.437348051440801062e-08
3.744000000000000217e+00,1.828153876534028298e-09,1.999999976932068879e+00,4.300594113367472872e-08,-1.380122088038384512e-08
3.748000000000000220e+00,1.751539680327162085e-09,1.999999977100552107e+00,4.124767094463245809e-08,-1.325110891718420968e-08
3.752000000000000224e+00,1.678059515605454543e-09,1.999999977262143736e+00,3.955943296663012403e-08,-1.272231364206824907e-08
3.756000000000000227e+00,1.607588481362073109e-09,1.999999977417117547e+00,3.793851588077647078e-08,-1.221403419841683788e-08
3.760000000000000231e+00,1.540006515135804264e-09,1.999999977565738218e+00,3.638231012132158190e-08,-1.172549880481449817e-08
3.764000000000000234e+00,1.475198211306006023e-09,1.999999977708259546e+00,3.488830418637851459e-08,-1.125596373921675032e-08
3.768000000000000238e+00,1.413052645980235383e-09,1.999999977844924670e+00,3.345408107732634483e-08,-1.080471235708848614e-08
3.772000000000000242e+00,1.353463208244642118e-09,1.999999977975968735e+00,3.207731486260551975e-08,-1.037105414243554472e-08
3.776000000000000245e+00,1.296327437554456215e-09,1.999999978101616893e+00,3.075576736174204589e-08,-9.954323790680397557e-09
3.780000000000000249e+00,1.241546867049752019e-09,1.999999978222085639e+00,2.948728494557858921e-08,-9.553880322367463989e-09
3.784000000000000252e+00,1.189026872588503004e-09,1.999999978337583029e+00,2.826979544881011674e-08,-9.169106226711212135e-09
3.788000000000000256e+00,1.138676527296298017e-09,1.999999978448309124e+00,2.710130519105456474e-08,-8.799406634032689116e-09
3.792000000000000259e+00,1.090408461438458531e-09,1.999999978554455993e+00,2.597989610280092951e-08,-8.444208516156096000e-09
3.796000000000000263e+00,1.044138727427183128e-09,1.999999978656208377e+00,2.490372295270182935e-08,-8.102959913867670019e-09
3.800000000000000266e+00,9.997866697823828132e-10,1.999999978753743912e+00,2.387101067278457092e-08,-7.775129190564117452e-09
3.804000000000000270e+00,9.572747998712408836e-10,1.999999978847232240e+00,2.288005177827012449e-08,-7.460204311246249247e-09
3.808000000000000274e+00,9.165286752572563029e-10,1.999999978936837453e+00,2.192920387879150054e-08,-7.157692146037546563e-09
3.812000000000000277e+00,8.774767834954439779e-10,1.999999979022716978e+00,2.101688727791054971e-08,-6.867117797433858144e-09
3.816000000000000281e+00,8.400504302157406586e-10,1.999999979105021808e+00,2.014158265792818482e-08,-6.588023950513197102e-09
3.820000000000000284e+00,8.041836313422155709e-10,1.999999979183897381e+00,1.930182884708466704e-08,-6.319970245359722857e-09
3.824000000000000288e+00,7.698130093007314127e-10,1.999999979259482252e+00,1.849622066633695674e-08,-6.062532670977645443e-09
3.828000000000000291e+00,7.368776930728586099e-10,1.999999979331910982e+00,1.772340685299484788e-08,-5.815302979994082771e-09
3.832000000000000295e+00,7.053192219585813385e-10,1.999999979401311689e+00,1.698208805858269227e-08,-5.577888123470475922e-09
3.836000000000000298e+00,6.750814529151783040e-10,1.999999979467808497e+00,1.627101491838298436e-08,-5.349909705164326061e-09
3.840000000000000302e+00,6.461104713441050921e-10,1.999999979531518868e+00,1.558898619019837005e-08,-5.131003454602434611e-09
3.844000000000000306e+00,6.183545052021740556e-10,1.999999979592557153e+00,1.493484695995093421e-08,-4.920818718347263003e-09
3.848000000000000309e+00,5.917638423175479826e-10,1.999999979651033044e+00,1.430748691181481924e-08,-4.719017968856864890e-09
3.852000000000000313e+00,5.662907507952331881e-10,1.999999979707051567e+00,1.370583866065495429e-08,-4.525276330357961479e-09
3.856000000000000316e+00,5.418894024006878199e-10,1.999999979760713309e+00,1.312887614461694749e-08,-4.339281121169395941e-09
3.860000000000000320e+00,5.185157988140422969e-10,1.999999979812114193e+00,1.257561307578466509e-08,-4.160731411931040978e-09
3.864000000000000323e+00,4.961277006511806832e-10,1.999999979861348587e+00,1.204510144689174782e-08,-3.989337599210546535e-09
3.868000000000000327e+00,4.746845591514725488e-10,1.999999979908504200e+00,1.153643009213827494e-08,-3.824820993976358635e-09
3.872000000000000330e+00,4.541474504354741367e-10,1.999999979953667628e+00,1.104872330022970112e-08,-3.666913424441949178e-09
3.876000000000000334e+00,4.344790122393090446e-10,1.999999979996921029e+00,1.058113947781819438e-08,-3.515356852801999441e-09
3.880000000000000338e+00,4.156433830356033206e-10,1.999999980038342562e+00,1.013286986158499321e-08,-3.369903005395695662e-09
3.884000000000000341e+00,3.976061434541131483e-10,1.999999980078008166e+00,9.703137277263845701e-09,-3.230313015847952849e-09
3.888000000000000345e+00,3.803342599181208779e-10,1.999999980115991116e+00,9.291194943959965603e-09,-3.096357080752830379e-09
3.892000000000000348e+00,3.637960304157012930e-10,1.999999980152360468e+00,8.896325322176005995e-09,-2.967814127477915047e-09
3.896000000000000352e+00,3.479610323277359195e-10,1.999999980187183279e+00,8.517839004008248121e-09,-2.844471493681383467e-09
3.900000000000000355e+00,3.328000722373553085e-10,1.999999980220523943e+00,8.155073644029218816e-09,-2.726124618146910283e-09
3.904000000000000359e+00,3.182851376480855903e-10,1.999999980252443965e+00,7.807392929421382907e-09,-2.612576742553807276e-09
3.908000000000000362e+00,3.043893505406035481e-10,1.999999980283002188e+00,7.474185587976591540e-09,-2.503638623812501815e-09
3.912000000000000366e+00,2.910869227004256205e-10,1.999999980312255898e+00,7.154864432621275316e-09,-2.399128256606951315e-09
3.916000000000000369e+00,2.783531127513006599e-10,1.999999980340258832e+00,6.848865441173979498e-09,-2.298870605797483226e-09
3.920000000000000373e+00,2.661641848313388753e-10,1.999999980367063612e+00,6.555646870084425068e-09,-2.202697348348367475e-09
3.924000000000000377e+00,2.544973688511971612e-10,1.999999980392720200e+00,6.274688400947013314e-09,-2.110446624455664747e-09
3.928000000000000380e+00,2.433308222757591113e-10,1.999999980417276779e+00,6.005490318621805729e-09,-2.021962797561124530e-09
3.932000000000000384e+00,2.326435933728499910e-10,1.999999980440778868e+00,5.747572719836110244e-09,-1.937096222948193273e-09
3.936000000000000387e+00,2.224155858745532173e-10,1.999999980463271987e+00,5.500474751178626902e-09,-1.855703024626206640e-09
3.940000000000000391e+00,2.126275249986062842e-10,1.999999980484796769e+00,5.263753875434420927e-09,-1.777644880218138797e-09
3.944000000000000394e+00,2.032609247792771306e-10,1.999999980505394959e+00,5.036985165246131587e-09,-1.702788813576921023e-09
3.948000000000000398e+00,1.942980566588952207e-10,1.999999980525105414e+00,4.819760623120608119e-09,-1.631006994864014081e-09
3.952000000000000401e+00,1.857219192930009267e-10,1.999999980543965217e+00,4.611688526834802994e-09,-1.562176547832955140e-09
3.956000000000000405e+00,1.775162095237304392e-10,1.999999980562011226e+00,4.412392799326373437e-09,-1.496179364068725802e-09
3.960000000000000409e+00,1.696652944777265094e-10,1.999999980579276082e+00,4.221512402186966044e-09,-1.432901923942318973e-09
3.963999999999999968e+00,1.621541847464124118e-10,1.999999980595793758e+00,4.038700751905902251e-09,-1.372235124047570911e-09
3.967999999999999972e+00,1.549685086079989214e-10,1.999999980611596451e+00,3.863625158041685648e-09,-1.314074110895092450e-09
3.971999999999999975e+00,1.480944872520794026e-10,1.999999980626712803e+00,3.695966282527695601e-09,-1.258318120645714923e-09
3.975999999999999979e+00,1.415189109690554490e-10,1.999999980641173236e+00,3.535417619345168594e-09,-1.204870324672833418e-09
3.979999999999999982e+00,1.352291162680352256e-10,1.999999980655005505e+00,3.381684993824031517e-09,-1.153637680750255260e-09
3.983999999999999986e+00,1.292129638881527386e-10,1.999999980668236033e+00,3.234486080857484350e-09,-1.104530789668818714e-09
3.987999999999999989e+00,1.234588176695339092e-10,1.999999980680890355e+00,3.093549941341240353e-09,-1.057463757091617028e-09
3.991999999999999993e+00,1.179555242513739844e-10,1.999999980692992896e+00,2.958616576172578158e-09,-1.012354060464079773e-09
3.995999999999999996e+00,1.126923935657680475e-10,1.999999980704567193e+00,2.829436497167399219e-09,-9.691224208012223257e-10
4.000000000000000000e+00,1.076591800970922870e-10,1.999999980715635672e+00,2.705770314276204672e-09,-9.276926791804129830e-10
