R,zeta,Gamma_enclosed,dGamma_dR,material_viscous_dGamma_dt
9.040000000000000258e-01,2.829856215362174798e-01,1.377682088257817794e+00,1.607358193839018012e+00,-1.245472977626119332e-01
9.080000000000000293e-01,2.800706249548448046e-01,1.384092500509539470e+00,1.597839957205507977e+00,-1.243576012407943826e-01
9.120000000000000329e-01,2.771729843040526275e-01,1.390464745077953479e+00,1.588274650944023758e+00,-1.241576984280813867e-01
9.160000000000000364e-01,2.742927835681648330e-01,1.396798637271876364e+00,1.578664067024089235e+00,-1.239476816052056535e-01
9.200000000000000400e-01,2.714301034814299851e-01,1.403093999547413651e+00,1.569009987071095180e+00,-1.237276446947492142e-01
9.240000000000000435e-01,2.685850215471072278e-01,1.409350661465988752e+00,1.559314182068686216e+00,-1.234976832198399488e-01
9.280000000000000471e-01,2.657576120570889211e-01,1.415568459651186828e+00,1.549578412067160960e+00,-1.232578942627136215e-01
9.320000000000000506e-01,2.629479461120485806e-01,1.421747237744451553e+00,1.539804425897902673e+00,-1.230083764231581778e-01
9.360000000000000542e-01,2.601560916421016278e-01,1.427886846359647244e+00,1.529993960893868188e+00,-1.227492297768566359e-01
9.400000000000000577e-01,2.573821134279700162e-01,1.433987143036515199e+00,1.520148742616163950e+00,-1.224805558336452133e-01
9.440000000000000613e-01,2.546260731226379637e-01,1.440047992193053128e+00,1.510270484586730300e+00,-1.222024574957034371e-01
9.480000000000000648e-01,2.518880292734890225e-01,1.446069265076828314e+00,1.500360888027156392e+00,-1.219150390156923669e-01
9.520000000000000684e-01,2.491680373449117747e-01,1.452050839715269603e+00,1.490421641603636660e+00,-1.216184059548567620e-01
9.560000000000000719e-01,2.464661497413646596e-01,1.457992600864942867e+00,1.480454421178095448e+00,-1.213126651411079449e-01
9.600000000000000755e-01,2.437824158308871392e-01,1.463894439959847915e+00,1.470460889565479379e+00,-1.209979246271023073e-01
9.640000000000000790e-01,2.411168819690476806e-01,1.469756255058754624e+00,1.460442696297243659e+00,-1.206742936483322509e-01
9.680000000000000826e-01,2.384695915233147612e-01,1.475577950791607806e+00,1.450401477391020100e+00,-1.203418825812434950e-01
9.720000000000000862e-01,2.358405848978430974e-01,1.481359438305018372e+00,1.440338855126498174e+00,-1.200008029013962529e-01
9.760000000000000897e-01,2.332298995586602752e-01,1.487100635206876742e+00,1.430256437827498450e+00,-1.196511671416833067e-01
9.800000000000000933e-01,2.306375700592449285e-01,1.492801465510102732e+00,1.420155819650253282e+00,-1.192930888506213011e-01
9.840000000000000968e-01,2.280636280664841975e-01,1.498461859575562327e+00,1.410038580377893203e+00,-1.189266825507297454e-01
9.880000000000001004e-01,2.255081023869994483e-01,1.504081754054174214e+00,1.399906285221129476e+00,-1.185520636970122388e-01
9.919999999999999929e-01,2.229710189938288178e-01,1.509661091828232271e+00,1.389760484625134573e+00,-1.181693486355543110e-01
9.959999999999999964e-01,2.204524010534551492e-01,1.515199821951966896e+00,1.379602714082604820e+00,-1.177786545622520886e-01
1.000000000000000000e+00,2.179522689531689372e-01,1.520697899591372471e+00,1.369434493953004539e+00,-1.173800994816861093e-01
1.004000000000000004e+00,2.154706403287538208e-01,1.526155285963321839e+00,1.359257329287972160e+00,-1.169738021661534677e-01
1.008000000000000007e+00,2.130075300924845760e-01,1.531571948273997785e+00,1.349072709662878511e+00,-1.165598821148726844e-01
1.012000000000000011e+00,2.105629504614253411e-01,1.536947859656658588e+00,1.338882109014517985e+00,-1.161384595133736208e-01
1.016000000000000014e+00,2.081369109860180255e-01,1.542282999108773867e+00,1.328686985484919258e+00,-1.157096551930867079e-01
1.020000000000000018e+00,2.057294185789490526e-01,1.547577351428538028e+00,1.318488781271248689e+00,-1.152735905911434627e-01
1.024000000000000021e+00,2.033404775442834156e-01,1.552830907150804851e+00,1.308288922481789074e+00,-1.148303877104015908e-01
1.028000000000000025e+00,2.009700896068555287e-01,1.558043662482451186e+00,1.298088818997969573e+00,-1.143801690797068144e-01
1.032000000000000028e+00,1.986182539419053539e-01,1.563215619237205312e+00,1.287889864342417923e+00,-1.139230577144036000e-01
1.036000000000000032e+00,1.962849672049490068e-01,1.568346784769958369e+00,1.277693435553007628e+00,-1.134591770771070929e-01
1.040000000000000036e+00,1.939702235618733228e-01,1.573437171910580634e+00,1.267500893062874168e+00,-1.129886510387476395e-01
1.044000000000000039e+00,1.916740147192428079e-01,1.578486798897275278e+00,1.257313580586361335e+00,-1.125116038398995405e-01
1.048000000000000043e+00,1.893963299548090673e-01,1.583495689309484256e+00,1.247132825010871304e+00,-1.120281600524051374e-01
1.052000000000000046e+00,1.871371561482115531e-01,1.588463872000373867e+00,1.236959936294581119e+00,-1.115384445413056536e-01
1.056000000000000050e+00,1.848964778118588059e-01,1.593391381028921527e+00,1.226796207369984515e+00,-1.110425824270888651e-01
1.060000000000000053e+00,1.826742771219800610e-01,1.598278255591632613e+00,1.216642914053225777e+00,-1.105406990482645235e-01
1.064000000000000057e+00,1.804705339498365591e-01,1.603124539953900918e+00,1.206501314959185889e+00,-1.100329199242777584e-01
1.068000000000000060e+00,1.782852258930822387e-01,1.607930283381043823e+00,1.196372651422273226e+00,-1.095193707187703813e-01
1.072000000000000064e+00,1.761183283072625394e-01,1.612695540069033262e+00,1.186258147422878606e+00,-1.090001772031993776e-01
1.076000000000000068e+00,1.739698143374433514e-01,1.617420369074939357e+00,1.176159009519456289e+00,-1.084754652208230058e-01
1.080000000000000071e+00,1.718396549499568160e-01,1.622104834247118488e+00,1.166076426786168962e+00,-1.079453606510624997e-01
1.084000000000000075e+00,1.697278189642567048e-01,1.626749004155157108e+00,1.156011570756066309e+00,-1.074099893742493789e-01
1.088000000000000078e+00,1.676342730848715268e-01,1.631352952019608393e+00,1.145965595369735635e+00,-1.068694772367662083e-01
1.092000000000000082e+00,1.655589819334462864e-01,1.635916755641521725e+00,1.135939636929377716e+00,-1.063239500165897577e-01
1.096000000000000085e+00,1.635019080808629288e-01,1.640440497331812963e+00,1.125934814058257905e+00,-1.057735333892443619e-01
1.100000000000000089e+00,1.614630120794297852e-01,1.644924263840472412e+00,1.115952227665476748e+00,-1.052183528941735280e-01
1.104000000000000092e+00,1.594422524951296105e-01,1.649368146285647541e+00,1.105992960916001744e+00,-1.046585339015371069e-01
1.108000000000000096e+00,1.574395859399186082e-01,1.653772240082616030e+00,1.096058079205916913e+00,-1.040942015794419362e-01
1.112000000000000099e+00,1.554549671040647840e-01,1.658136644872667320e+00,1.086148630142816485e+00,-1.035254808616124789e-01
1.116000000000000103e+00,1.534883487885174980e-01,1.662461464451920889e+00,1.076265643531296057e+00,-1.029524964155079936e-01
1.120000000000000107e+00,1.515396819372992199e-01,1.666746806700089900e+00,1.066410131363479064e+00,-1.023753726108939943e-01
1.124000000000000110e+00,1.496089156699095257e-01,1.670992783509224422e+00,1.056583087814515709e+00,-1.017942334888728012e-01
1.128000000000000114e+00,1.476959973137332294e-01,1.675199510712439999e+00,1.046785489242997524e+00,-1.012092027313801074e-01
1.132000000000000117e+00,1.458008724364427133e-01,1.679367108012662202e+00,1.037018294196216273e+00,-1.006204036311528632e-01
1.136000000000000121e+00,1.439234848783872145e-01,1.683495698911399607e+00,1.027282443420217461e+00,-1.000279590621743209e-01
1.140000000000000124e+00,1.420637767849586841e-01,1.687585410637564509e+00,1.017578859874569863e+00,-9.943199145060084565e-02
1.144000000000000128e+00,1.402216886389269501e-01,1.691636374076367355e+00,1.007908448751795083e+00,-9.883262274617603260e-02
1.148000000000000131e+00,1.383971592927353556e-01,1.695648723698294003e+00,9.982720975013867903e-01,-9.822997439413647114e-02
1.152000000000000135e+00,1.365901260007485185e-01,1.699622597488188447e+00,9.886706758583557741e-01,-9.762416730761365458e-02
1.156000000000000139e+00,1.348005244514439704e-01,1.703558136874459894e+00,9.791050358762282135e-01,-9.701532184053600349e-02
1.160000000000000142e+00,1.330282887995401508e-01,1.707455486658431720e+00,9.695760119644356578e-01,-9.640355776103533281e-02
1.164000000000000146e+00,1.312733516980519599e-01,1.711314794943844086e+00,9.600844209300192222e-01,-9.578899422536080177e-02
1.168000000000000149e+00,1.295356443302669303e-01,1.715136213066537962e+00,9.506310620235856046e-01,-9.517174975230412171e-02
1.172000000000000153e+00,1.278150964416339408e-01,1.718919895524325669e+00,9.412167169894407603e-01,-9.455194219813925494e-02
1.176000000000000156e+00,1.261116363715569511e-01,1.722665999907073919e+00,9.318421501198304036e-01,-9.392968873207890868e-02
1.180000000000000160e+00,1.244251910850863174e-01,1.726374686827010896e+00,9.225081083132157245e-01,-9.330510581225097411e-02
1.184000000000000163e+00,1.227556862045006414e-01,1.730046119849275144e+00,9.132153211365137135e-01,-9.267830916219707560e-02
1.188000000000000167e+00,1.211030460407717529e-01,1.733680465422718253e+00,9.039645008912273738e-01,-9.204941374789527009e-02
1.191999999999999948e+00,1.194671936249060568e-01,1.737277892810983770e+00,8.947563426833942124e-01,-9.141853375530907544e-02
1.195999999999999952e+00,1.178480507391548721e-01,1.740838574023869656e+00,8.855915244972786260e-01,-9.078578256846386862e-02
1.199999999999999956e+00,1.162455379480880902e-01,1.744362683748997167e+00,8.764707072727369042e-01,-9.015127274805292967e-02
1.203999999999999959e+00,1.146595746295231005e-01,1.747850399283792378e+00,8.673945349861755805e-01,-8.951511601057331180e-02
1.207999999999999963e+00,1.130900790053034621e-01,1.751301900467799433e+00,8.583636347350327434e-01,-8.887742320799310591e-02
1.211999999999999966e+00,1.115369681719210332e-01,1.754717369615340417e+00,8.493786168257076996e-01,-8.823830430795065460e-02
1.215999999999999970e+00,1.100001581309749260e-01,1.758096991448532709e+00,8.404400748648628294e-01,-8.759786837448628460e-02
1.219999999999999973e+00,1.084795638194610418e-01,1.761440953030679157e+00,8.315485858540192510e-01,-8.695622354930598874e-02
1.223999999999999977e+00,1.069750991398872864e-01,1.764749443700040388e+00,8.227047102873789042e-01,-8.631347703357870882e-02
1.227999999999999980e+00,1.054866769902073342e-01,1.768022655004006127e+00,8.139089922527895649e-01,-8.566973507026505452e-02
1.231999999999999984e+00,1.040142092935683743e-01,1.771260780633679310e+00,8.051619595357814019e-01,-8.502510292697852690e-02
1.235999999999999988e+00,1.025576070278665791e-01,1.774464016358876961e+00,7.964641237265985829e-01,-8.437968487937792805e-02
1.239999999999999991e+00,1.011167802551054401e-01,1.777632559963570502e+00,7.878159803301498787e-01,-8.373358419509020767e-02
1.243999999999999995e+00,9.969163815055158417e-02,1.780766611181767045e+00,7.792180088788047687e-01,-8.308690311816284424e-02
1.247999999999999998e+00,9.828208903168252075e-02,1.783866371633850756e+00,7.706706730479538914e-01,-8.243974285404398472e-02
1.252000000000000002e+00,9.688804038692214182e-02,1.786932044763390959e+00,7.621744207742655597e-01,-8.179220355508974583e-02
1.256000000000000005e+00,9.550939890415846567e-02,1.789963835774426082e+00,7.537296843765561860e-01,-8.114438430659609569e-02
1.260000000000000009e+00,9.414607049903929437e-02,1.792961951569240320e+00,7.453368806792040058e-01,-8.049638311335403917e-02
1.264000000000000012e+00,9.279796034304135799e-02,1.795926600686634123e+00,7.369964111380300498e-01,-7.984829688672601122e-02
1.268000000000000016e+00,9.146497289130767205e-02,1.798857993240710496e+00,7.287086619685647637e-01,-7.920022143224057787e-02
1.272000000000000020e+00,9.014701191025041582e-02,1.801756340860168892e+00,7.204740042766395458e-01,-7.855225143770447338e-02
1.276000000000000023e+00,8.884398050491325305e-02,1.804621856628135346e+00,7.122927941912110539e-01,-7.790448046182731068e-02
1.280000000000000027e+00,8.755578114609072204e-02,1.807454755022522841e+00,7.041653729993583299e-01,-7.725700092335817393e-02
1.284000000000000030e+00,8.628231569719997662e-02,1.810255251856936143e+00,6.960920672833715850e-01,-7.660990409072991614e-02
1.288000000000000034e+00,8.502348544090128357e-02,1.813023564222131512e+00,6.880731890598592582e-01,-7.596328007220846945e-02
1.292000000000000037e+00,8.377919110546379333e-02,1.815759910428035528e+00,6.801090359208030733e-01,-7.531721780654379583e-02
1.296000000000000041e+00,8.254933289087279524e-02,1.818464509946331020e+00,6.721998911764813789e-01,-7.467180505411885605e-02
1.300000000000000044e+00,8.133381049467579282e-02,1.821137583353620748e+00,6.643460240001984873e-01,-7.402712838859355771e-02
1.304000000000000048e+00,8.013252313756340228e-02,1.823779352275168852e+00,6.565476895747373032e-01,-7.338327318903921370e-02
1.308000000000000052e+00,7.894536958868246523e-02,1.826390039329236936e+00,6.488051292404691806e-01,-7.274032363256001388e-02
1.312000000000000055e+00,7.777224819067815598e-02,1.828969868072013227e+00,6.411185706450470700e-01,-7.209836268739729104e-02
1.316000000000000059e+00,7.661305688446280737e-02,1.831519062943143261e+00,6.334882278946148970e-01,-7.145747210651255676e-02
1.320000000000000062e+00,7.546769323370791649e-02,1.834037849211867632e+00,6.259143017064563441e-01,-7.081773242164476900e-02
1.324000000000000066e+00,7.433605444905756754e-02,1.836526452923774144e+00,6.183969795630188671e-01,-7.017922293783744603e-02
1.328000000000000069e+00,7.321803741206034388e-02,1.838985100848171461e+00,6.109364358672411122e-01,-6.954202172843111651e-02
1.332000000000000073e+00,7.211353869881767520e-02,1.841414020426081599e+00,6.035328320991154571e-01,-6.890620563051615133e-02
1.336000000000000076e+00,7.102245460334617733e-02,1.843813439718861469e+00,5.961863169734147316e-01,-6.827185024084131415e-02
1.340000000000000080e+00,6.994468116065230556e-02,1.846183587357463241e+00,5.888970265985217223e-01,-6.763902991217306260e-02
1.344000000000000083e+00,6.888011416951694832e-02,1.848524692492324872e+00,5.816650846362872995e-01,-6.700781775010028474e-02
1.348000000000000087e+00,6.782864921498858723e-02,1.850836984743908342e+00,5.744906024628566588e-01,-6.637828561027979413e-02
1.352000000000000091e+00,6.679018169058295595e-02,1.853120694153877368e+00,5.673736793303941761e-01,-6.575050409611653268e-02
1.356000000000000094e+00,6.576460682018768489e-02,1.855376051136927273e+00,5.603144025296420416e-01,-6.512454255687381843e-02
1.360000000000000098e+00,6.475181967967079399e-02,1.857603286433265666e+00,5.533128475532513857e-01,-6.450046908620760133e-02
1.364000000000000101e+00,6.375171521819129883e-02,1.859802631061748368e+00,5.463690782598197293e-01,-6.387835052111950906e-02
1.368000000000000105e+00,6.276418827921086130e-02,1.861974316273671715e+00,5.394831470385714756e-01,-6.325825244132279868e-02
1.372000000000000108e+00,6.178913362120527081e-02,1.864118573507225429e+00,5.326550949746192698e-01,-6.264023916901524658e-02
1.376000000000000112e+00,6.082644593807507577e-02,1.866235634342608973e+00,5.258849520147478307e-01,-6.202437376905369643e-02
1.380000000000000115e+00,5.987601987925420671e-02,1.868325730457807587e+00,5.191727371336576358e-01,-6.141071804952407537e-02
1.384000000000000119e+00,5.893775006951540441e-02,1.870389093585040685e+00,5.125184585006026250e-01,-6.079933256270005776e-02
1.388000000000000123e+00,5.801153112847293181e-02,1.872425955467870828e+00,5.059221136463764035e-01,-6.019027660638603949e-02
1.392000000000000126e+00,5.709725768978081428e-02,1.874436547818987275e+00,4.993836896305751116e-01,-5.958360822563662368e-02
1.396000000000000130e+00,5.619482442002664974e-02,1.876421102278652997e+00,4.929031632090855597e-01,-5.897938421484714977e-02
1.400000000000000133e+00,5.530412603732085680e-02,1.878379850373827376e+00,4.864805010017433373e-01,-5.837766012020922241e-02
1.404000000000000137e+00,5.442505732958063253e-02,1.880313023477956591e+00,4.801156596601012794e-01,-5.777849024252419002e-02
1.408000000000000140e+00,5.355751317250877219e-02,1.882220852771436581e+00,4.738085860352546641e-01,-5.718192764036902215e-02
1.412000000000000144e+00,5.270138854726728189e-02,1.884103569202746575e+00,4.675592173456710743e-01,-5.658802413360751460e-02
1.416000000000000147e+00,5.185657855784556874e-02,1.885961403450253870e+00,4.613674813449671341e-01,-5.599683030724057764e-02
1.420000000000000151e+00,5.102297844812386102e-02,1.887794585884690290e+00,4.552332964895854373e-01,-5.540839551558954246e-02
1.424000000000000155e+00,5.020048361863137937e-02,1.889603346532298556e+00,4.491565721063133787e-01,-5.482276788680488788e-02
1.428000000000000158e+00,4.938898964300031391e-02,1.891387915038647893e+00,4.431372085595997601e-01,-5.423999432769501666e-02
1.432000000000000162e+00,4.858839228411563488e-02,1.893148520633119114e+00,4.371750974186158212e-01,-5.366012052886780931e-02
1.436000000000000165e+00,4.779858750996104216e-02,1.894885392094058707e+00,4.312701216240098501e-01,-5.308319097017813459e-02
1.440000000000000169e+00,4.701947150916221257e-02,1.896598757714595074e+00,4.254221556543127392e-01,-5.250924892647518272e-02
1.444000000000000172e+00,4.625094070622767783e-02,1.898288845269123337e+00,4.196310656919441939e-01,-5.193833647364293205e-02
1.448000000000000176e+00,4.549289177648801336e-02,1.899955881980452288e+00,4.138967097887715219e-01,-5.137049449492639419e-02
1.452000000000000179e+00,4.474522166073442025e-02,1.901600094487613024e+00,4.082189380311798677e-01,-5.080576268753771163e-02
1.455999999999999961e+00,4.400782757955756797e-02,1.903221708814325064e+00,4.025975927046071545e-01,-5.024417956953498160e-02
1.459999999999999964e+00,4.328060704738754400e-02,1.904820950338121932e+00,3.970325084574996555e-01,-4.968578248696709637e-02
1.463999999999999968e+00,4.256345788623637494e-02,1.906398043760128447e+00,3.915235124646481712e-01,-4.913060762127813286e-02
1.467999999999999972e+00,4.185627823914381263e-02,1.907953213075492815e+00,3.860704245898604614e-01,-4.857868999696416529e-02
1.471999999999999975e+00,4.115896658332806463e-02,1.909486681544468212e+00,3.806730575479319589e-01,-4.803006348947620741e-02
1.475999999999999979e+00,4.047142174304230178e-02,1.910998671664136728e+00,3.753312170658705260e-01,-4.748476083336213710e-02
1.479999999999999982e+00,3.979354290213903828e-02,1.912489405140779919e+00,3.700447020433439982e-01,-4.694281363064134460e-02
1.483999999999999986e+00,3.912522961634296720e-02,1.913959102862889949e+00,3.648133047123036099e-01,-4.640425235940502657e-02
1.487999999999999989e+00,3.846638182523455518e-02,1.915407984874817782e+00,3.596368107957543248e-01,-4.586910638263564516e-02
1.491999999999999993e+00,3.781689986394555503e-02,1.916836270351050198e+00,3.545149996656307700e-01,-4.533740395723895311e-02
1.495999999999999996e+00,3.717668447456803915e-02,1.918244177571122311e+00,3.494476444997449693e-01,-4.480917224328158366e-02
1.500000000000000000e+00,3.654563681727908409e-02,1.919631923895152248e+00,3.444345124377738987e-01,-4.428443731342807110e-02
1.504000000000000004e+00,3.592365848118243832e-02,1.920999725739999109e+00,3.394753647362506732e-01,-4.376322416257037023e-02
1.508000000000000007e+00,3.531065149486933147e-02,1.922347798556039322e+00,3.345699569225288328e-01,-4.324555671764344217e-02
1.512000000000000011e+00,3.470651833670008318e-02,1.923676356804554510e+00,3.297180389476874751e-01,-4.273145784762028693e-02
1.516000000000000014e+00,3.411116194480865588e-02,1.924985613935732420e+00,3.249193553383469268e-01,-4.222094937368004591e-02
1.520000000000000018e+00,3.352448572683198319e-02,1.926275782367268929e+00,3.201736453473653099e-01,-4.171405207954246436e-02
1.524000000000000021e+00,3.294639356936642643e-02,1.927547073463574012e+00,3.154806431033890801e-01,-4.121078572196270468e-02
1.528000000000000025e+00,3.237678984715310071e-02,1.928799697515571232e+00,3.108400777592260078e-01,-4.071116904137977305e-02
1.532000000000000028e+00,3.181557943199433969e-02,1.930033863721089427e+00,3.062516736390161753e-01,-4.021521977271194648e-02
1.536000000000000032e+00,3.126266770140397055e-02,1.931249780165839480e+00,3.017151503841780102e-01,-3.972295465629407246e-02
1.540000000000000036e+00,3.071796054699274872e-02,1.932447653804975740e+00,2.972302230980960469e-01,-3.923438944894868524e-02
1.544000000000000039e+00,3.018136438259210602e-02,1.933627690445227199e+00,2.927966024895348185e-01,-3.874953893518642833e-02
1.548000000000000043e+00,2.965278615211826285e-02,1.934790094727607324e+00,2.884139950147522335e-01,-3.826841693852883058e-02
1.552000000000000046e+00,2.913213333717872694e-02,1.935935070110684553e+00,2.840821030182868467e-01,-3.779103633294696174e-02
1.556000000000000050e+00,2.861931396442428388e-02,1.937062818854413893e+00,2.798006248724038136e-01,-3.731740905441089523e-02
1.560000000000000053e+00,2.811423661264835644e-02,1.938173542004526739e+00,2.755692551151735503e-01,-3.684754611254321272e-02
1.564000000000000057e+00,2.761681041963654978e-02,1.939267439377464264e+00,2.713876845871654453e-01,-3.638145760237086745e-02
1.568000000000000060e+00,2.712694508876889454e-02,1.940344709545863244e+00,2.672556005667388046e-01,-3.591915271616970273e-02
1.572000000000000064e+00,2.664455089537717467e-02,1.941405549824571475e+00,2.631726869039096028e-01,-3.546063975539536645e-02
1.576000000000000068e+00,2.616953869286010870e-02,1.942450156257201854e+00,2.591386241527786072e-01,-3.500592614269534830e-02
1.580000000000000071e+00,2.570181991855906983e-02,1.943478723603209835e+00,2.551530897025042766e-01,-3.455501843399629014e-02
1.584000000000000075e+00,2.524130659939684274e-02,1.944491445325494228e+00,2.512157579068030611e-01,-3.410792233066080315e-02
1.588000000000000078e+00,2.478791135728204698e-02,1.945488513578512046e+00,2.473263002119623910e-01,-3.366464269170825474e-02
1.592000000000000082e+00,2.434154741428244326e-02,1.946470119196899828e+00,2.434843852833560585e-01,-3.322518354609453606e-02
1.596000000000000085e+00,2.390212859756904104e-02,1.947436451684605885e+00,2.396896791304422292e-01,-3.278954810504449563e-02
1.600000000000000089e+00,2.346956934413455334e-02,1.948387699204507717e+00,2.359418452302378677e-01,-3.235773877443261920e-02
1.604000000000000092e+00,2.304378470528860301e-02,1.949324048568530365e+00,2.322405446492547543e-01,-3.192975716720612006e-02
1.608000000000000096e+00,2.262469035093240058e-02,1.950245685228245485e+00,2.285854361638856858e-01,-3.150560411584527737e-02
1.612000000000000099e+00,2.221220257361604736e-02,1.951152793265947594e+00,2.249761763792332003e-01,-3.108527968485633869e-02
1.616000000000000103e+00,2.180623829238098957e-02,1.952045555386206166e+00,2.214124198463689186e-01,-3.066878318329132116e-02
1.620000000000000107e+00,2.140671505639071132e-02,1.952924152907878907e+00,2.178938191780165345e-01,-3.025611317729029817e-02
1.624000000000000110e+00,2.101355104835241419e-02,1.953788765756588441e+00,2.144200251626499909e-01,-2.984726750264087708e-02
1.628000000000000114e+00,2.062666508773254234e-02,1.954639572457650631e+00,2.109906868769983734e-01,-2.944224327735028846e-02
1.632000000000000117e+00,2.024597663376931020e-02,1.955476750129450103e+00,2.076054517969544988e-01,-2.904103691422540989e-02
1.636000000000000121e+00,1.987140578828474127e-02,1.956300474477256079e+00,2.042639659068768709e-01,-2.864364413345576316e-02
1.640000000000000124e+00,1.950287329829946195e-02,1.957110919787471870e+00,2.009658738072828132e-01,-2.825005997519518600e-02
1.644000000000000128e+00,1.914030055845312647e-02,1.957908258922312239e+00,1.977108188209287243e-01,-2.786027881213773427e-02
1.648000000000000131e+00,1.878360961323322781e-02,1.958692663314902438e+00,1.944984430972706846e-01,-2.747429436208304043e-02
1.652000000000000135e+00,1.843272315901553840e-02,1.959464302964789795e+00,1.913283877153063584e-01,-2.709209970048738481e-02
1.656000000000000139e+00,1.808756454591880711e-02,1.960223346433866087e+00,1.882002927847915841e-01,-2.671368727299556697e-02
1.660000000000000142e+00,1.774805777947693550e-02,1.960969960842690485e+00,1.851137975458331808e-01,-2.633904890794997941e-02
1.664000000000000146e+00,1.741412752213145759e-02,1.961704311867206618e+00,1.820685404668550000e-01,-2.596817582887257780e-02
1.668000000000000149e+00,1.708569909454731375e-02,1.962426563735848895e+00,1.790641593409370846e-01,-2.560105866691569226e-02
1.672000000000000153e+00,1.676269847675483649e-02,1.963136879227031839e+00,1.761002913805277958e-01,-2.523768747327792897e-02
1.676000000000000156e+00,1.644505230912093191e-02,1.963835419667014470e+00,1.731765733105289917e-01,-2.487805173158114114e-02
1.680000000000000160e+00,1.613268789315254123e-02,1.964522344928132380e+00,1.702926414597576710e-01,-2.452214037020510745e-02
1.684000000000000163e+00,1.582553319213508836e-02,1.965197813427395079e+00,1.674481318507825833e-01,-2.416994177457582396e-02
1.688000000000000167e+00,1.552351683160903446e-02,1.965861982125436835e+00,1.646426802881400808e-01,-2.382144379940403719e-02
1.692000000000000171e+00,1.522656809968748332e-02,1.966515006525817455e+00,1.618759224449320411e-01,-2.347663378087071900e-02
1.696000000000000174e+00,1.493461694721768922e-02,1.967157040674670565e+00,1.591474939478084161e-01,-2.313549854875569453e-02
1.700000000000000178e+00,1.464759398778954155e-02,1.967788237160681408e+00,1.564570304603392081e-01,-2.279802443850656793e-02
1.704000000000000181e+00,1.436543049759372338e-02,1.968408747115400814e+00,1.538041677647788985e-01,-2.246419730324427863e-02
1.708000000000000185e+00,1.408805841513272213e-02,1.969018720213879137e+00,1.511885418422296012e-01,-2.213400252570242241e-02
1.712000000000000188e+00,1.381541034078749910e-02,1.969618304675620379e+00,1.486097889512087156e-01,-2.180742503009737432e-02
1.716000000000000192e+00,1.354741953624255014e-02,1.970207647265844964e+00,1.460675457046237691e-01,-2.148444929392580999e-02
1.719999999999999973e+00,1.328401992377260810e-02,1.970786893297061804e+00,1.435614491451657759e-01,-2.116505935968730073e-02
1.723999999999999977e+00,1.302514608539338814e-02,1.971356186630932372e+00,1.410911368191221094e-01,-2.084923884652855816e-02
1.727999999999999980e+00,1.277073326187980890e-02,1.971915669680430971e+00,1.386562468486225164e-01,-2.053697096180740617e-02
1.731999999999999984e+00,1.252071735165396528e-02,1.972465483412290110e+00,1.362564180023195237e-01,-2.022823851257292069e-02
1.735999999999999988e+00,1.227503490954608492e-02,1.973005767349726769e+00,1.338912897645159472e-01,-1.992302391695997127e-02
1.739999999999999991e+00,1.203362314543111530e-02,1.973536659575437557e+00,1.315605024027456382e-01,-1.962130921549520846e-02
1.743999999999999995e+00,1.179641992274383516e-02,1.974058296734868101e+00,1.292636970338176539e-01,-1.932307608231239454e-02
1.747999999999999998e+00,1.156336375687513907e-02,1.974570814039736222e+00,1.270005156883314001e-01,-1.902830583627456579e-02
1.752000000000000002e+00,1.133439381345242164e-02,1.975074345271814691e+00,1.247706013736739755e-01,-1.873697945200087506e-02
1.756000000000000005e+00,1.110944990650678324e-02,1.975569022786963780e+00,1.225735981355097898e-01,-1.844907757079616156e-02
1.760000000000000009e+00,1.088847249652965567e-02,1.976054977519402067e+00,1.204091511177705215e-01,-1.816458051148081218e-02
1.764000000000000012e+00,1.067140268842171891e-02,1.976532338986218162e+00,1.182769066211585701e-01,-1.788346828111917614e-02
1.768000000000000016e+00,1.045818222933678383e-02,1.977001235292112469e+00,1.161765121601743417e-01,-1.760572058564470466e-02
1.772000000000000020e+00,1.024875350642322040e-02,1.977461793134364765e+00,1.141076165186775820e-01,-1.733131684037971312e-02
1.776000000000000023e+00,1.004305954446567915e-02,1.977914137808018502e+00,1.120698698039956503e-01,-1.706023618044825302e-02
1.780000000000000027e+00,9.841044003429706352e-03,1.978358393211281152e+00,1.100629234995900152e-01,-1.679245747108030345e-02
1.784000000000000030e+00,9.642651175911854874e-03,1.978794681851133053e+00,1.080864305162932415e-01,-1.652795931780575225e-02
1.788000000000000034e+00,9.447825984497894639e-03,1.979223124849135207e+00,1.061400452421289858e-01,-1.626672007653656715e-02
1.792000000000000037e+00,9.256513979031712538e-03,1.979643841947436700e+00,1.042234235907280732e-01,-1.600871786353583182e-02
1.796000000000000041e+00,9.068661333797346097e-03,1.980056951514970187e+00,1.023362230483523955e-01,-1.575393056527207847e-02
1.800000000000000044e+00,8.884214844616803233e-03,1.980462570553834789e+00,1.004781027195415233e-01,-1.550233584815783640e-02
1.804000000000000048e+00,8.703121925866091554e-03,1.980860814705859729e+00,9.864872337139457548e-02,-1.525391116817107102e-02
1.808000000000000052e+00,8.525330607411878842e-03,1.981251798259338726e+00,9.684774747650043425e-02,-1.500863378035824022e-02
1.812000000000000055e+00,8.350789531471392024e-03,1.981635634155935799e+00,9.507483925453215357e-02,-1.476648074821819423e-02
