s,rho,L,reach,curv_radius,half_nonlocal_sep,eps_over_reach
0.33,-0.06365829064910973,10.820159205478989,0.09574410137908078,0.10373287294605714,0.09574410137908078,0.10444507657351004
0.345,-0.062218828509695005,10.847856639041122,0.09305181880537292,0.10229372962445775,0.09305181880537292,0.10746700202514031
0.36,-0.060727820488669135,10.8768089632393,0.09065868636254952,0.09878934278530978,0.09065868636254952,0.11030382637587975
0.375,-0.05916764584568661,10.907194010789103,0.08866261984007685,0.09535952492806178,0.08866261984007685,0.11278710259224539
0.39,-0.05751860345636559,10.939206817429737,0.0871758125666201,0.09205789944421101,0.0871758125666201,0.11471071740636728
0.405,-0.05576000688382206,10.973046137722124,0.08632479197966365,0.08896162408025012,0.08632479197966365,0.11584157656998229
0.42,-0.053871546038959765,11.008888303770254,0.08618586730834371,0.08618586730834371,0.08624498827730644,0.11602830385431294
0.435,-0.05183502023537847,11.04684541967814,0.08390445022864758,0.08390445022864758,0.08706572039260967,0.11918318960137457
0.45,-0.04963683807272013,11.0869015917381,0.08237538885179718,0.08237538885179718,0.08888377834664846,0.1213954815799553
0.465,-0.04727108918735309,11.128817643409523,0.08195827412589234,0.08195827412589234,0.08718766775963978,0.12201330624214292
