Re_parent,m,ell_grad_over_delta,tau_diff_ell_over_tau_nl,Re_sub_if_parent_amplitude,Re_target_next,required_vorticity_amplitude_boost,log_boost
4.466835921509631824e+00,4.000000000000000000e+00,2.238721138568339208e-01,2.238721138568339208e-01,2.238721138568339208e-01,1.786734368603852730e+01,7.981049259875520363e+01,4.379654982012150199e+00
5.011872336272723771e+00,1.000000000000000000e+00,1.995262314968879180e-01,1.995262314968879180e-01,1.995262314968879180e-01,5.011872336272723771e+00,2.511886431509580930e+01,3.223619130191664350e+00
5.011872336272723771e+00,2.000000000000000000e+00,1.995262314968879180e-01,1.995262314968879180e-01,1.995262314968879180e-01,1.002374467254544754e+01,5.023772863019161861e+01,3.916766310751609748e+00
5.011872336272723771e+00,4.000000000000000000e+00,1.995262314968879180e-01,1.995262314968879180e-01,1.995262314968879180e-01,2.004748934509089509e+01,1.004754572603832372e+02,4.609913491311554701e+00
5.623413251903490284e+00,1.000000000000000000e+00,1.778279410038922925e-01,1.778279410038922925e-01,1.778279410038922925e-01,5.623413251903490284e+00,3.162277660168378901e+01,3.453877639491068408e+00
5.623413251903490284e+00,2.000000000000000000e+00,1.778279410038922925e-01,1.778279410038922925e-01,1.778279410038922925e-01,1.124682650380698057e+01,6.324555320336757802e+01,4.147024820051013805e+00
5.623413251903490284e+00,4.000000000000000000e+00,1.778279410038922925e-01,1.778279410038922925e-01,1.778279410038922925e-01,2.249365300761396114e+01,1.264911064067351560e+02,4.840172000610959202e+00
6.309573444801933384e+00,1.000000000000000000e+00,1.584893192461113154e-01,1.584893192461113154e-01,1.584893192461113154e-01,6.309573444801933384e+00,3.981071705534974114e+01,3.684136148790473353e+00
6.309573444801933384e+00,2.000000000000000000e+00,1.584893192461113154e-01,1.584893192461113154e-01,1.584893192461113154e-01,1.261914688960386677e+01,7.962143411069948229e+01,4.377283329350419194e+00
6.309573444801933384e+00,4.000000000000000000e+00,1.584893192461113154e-01,1.584893192461113154e-01,1.584893192461113154e-01,2.523829377920773354e+01,1.592428682213989646e+02,5.070430509910363703e+00
7.079457843841380438e+00,1.000000000000000000e+00,1.412537544622753938e-01,1.412537544622753938e-01,1.412537544622753938e-01,7.079457843841380438e+00,5.011872336272725192e+01,3.914394658089878298e+00
7.079457843841380438e+00,2.000000000000000000e+00,1.412537544622753938e-01,1.412537544622753938e-01,1.412537544622753938e-01,1.415891568768276088e+01,1.002374467254545038e+02,4.607541838649823696e+00
7.079457843841380438e+00,4.000000000000000000e+00,1.412537544622753938e-01,1.412537544622753938e-01,1.412537544622753938e-01,2.831783137536552175e+01,2.004748934509090077e+02,5.300689019209769093e+00
7.943282347242815788e+00,1.000000000000000000e+00,1.258925411794167004e-01,1.258925411794167004e-01,1.258925411794167004e-01,7.943282347242815788e+00,6.309573444801934272e+01,4.144653167389282800e+00
7.943282347242815788e+00,2.000000000000000000e+00,1.258925411794167004e-01,1.258925411794167004e-01,1.258925411794167004e-01,1.588656469448563158e+01,1.261914688960386854e+02,4.837800347949228197e+00
7.943282347242815788e+00,4.000000000000000000e+00,1.258925411794167004e-01,1.258925411794167004e-01,1.258925411794167004e-01,3.177312938897126315e+01,2.523829377920773709e+02,5.530947528509172706e+00
8.912509381337455849e+00,1.000000000000000000e+00,1.122018454301963314e-01,1.122018454301963314e-01,1.122018454301963314e-01,8.912509381337455849e+00,7.943282347242816854e+01,4.374911676688687301e+00
8.912509381337455849e+00,2.000000000000000000e+00,1.122018454301963314e-01,1.122018454301963314e-01,1.122018454301963314e-01,1.782501876267491170e+01,1.588656469448563371e+02,5.068058857248632698e+00
8.912509381337455849e+00,4.000000000000000000e+00,1.122018454301963314e-01,1.122018454301963314e-01,1.122018454301963314e-01,3.565003752534982340e+01,3.177312938897126742e+02,5.761206037808577207e+00
1.000000000000000000e+01,1.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000000e+01,1.000000000000000000e+02,4.605170185988091802e+00
1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,2.000000000000000000e+01,2.000000000000000000e+02,5.298317366548036311e+00
1.000000000000000000e+01,4.000000000000000000e+00,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,4.000000000000000000e+01,4.000000000000000000e+02,5.991464547107981709e+00
1.122018454301963608e+01,1.000000000000000000e+00,8.912509381337453684e-02,8.912509381337453684e-02,8.912509381337453684e-02,1.122018454301963608e+01,1.258925411794167672e+02,4.835428695287496303e+00
1.122018454301963608e+01,2.000000000000000000e+00,8.912509381337453684e-02,8.912509381337453684e-02,8.912509381337453684e-02,2.244036908603927216e+01,2.517850823588335345e+02,5.528575875847441701e+00
1.122018454301963608e+01,4.000000000000000000e+00,8.912509381337453684e-02,8.912509381337453684e-02,8.912509381337453684e-02,4.488073817207854432e+01,5.035701647176670690e+02,6.221723056407387098e+00
1.258925411794167459e+01,1.000000000000000000e+00,7.943282347242813790e-02,7.943282347242813790e-02,7.943282347242813790e-02,1.258925411794167459e+01,1.584893192461113927e+02,5.065687204586900805e+00
1.258925411794167459e+01,2.000000000000000000e+00,7.943282347242813790e-02,7.943282347242813790e-02,7.943282347242813790e-02,2.517850823588334919e+01,3.169786384922227853e+02,5.758834385146846202e+00
1.258925411794167459e+01,4.000000000000000000e+00,7.943282347242813790e-02,7.943282347242813790e-02,7.943282347242813790e-02,5.035701647176669837e+01,6.339572769844455706e+02,6.451981565706791599e+00
1.412537544622754737e+01,1.000000000000000000e+00,7.079457843841377440e-02,7.079457843841377440e-02,7.079457843841377440e-02,1.412537544622754737e+01,1.995262314968880730e+02,5.295945713886305306e+00
1.412537544622754737e+01,2.000000000000000000e+00,7.079457843841377440e-02,7.079457843841377440e-02,7.079457843841377440e-02,2.825075089245509474e+01,3.990524629937761460e+02,5.989092894446250703e+00
1.412537544622754737e+01,4.000000000000000000e+00,7.079457843841377440e-02,7.079457843841377440e-02,7.079457843841377440e-02,5.650150178491018949e+01,7.981049259875522921e+02,6.682240075006196101e+00
1.584893192461114175e+01,1.000000000000000000e+00,6.309573444801930275e-02,6.309573444801930275e-02,6.309573444801930275e-02,1.584893192461114175e+01,2.511886431509581996e+02,5.526204223185710696e+00
1.584893192461114175e+01,2.000000000000000000e+00,6.309573444801930275e-02,6.309573444801930275e-02,6.309573444801930275e-02,3.169786384922228351e+01,5.023772863019163992e+02,6.219351403745656093e+00
1.584893192461114175e+01,4.000000000000000000e+00,6.309573444801930275e-02,6.309573444801930275e-02,6.309573444801930275e-02,6.339572769844456701e+01,1.004754572603832798e+03,6.912498584305600602e+00
1.778279410038922848e+01,1.000000000000000000e+00,5.623413251903490451e-02,5.623413251903490451e-02,5.623413251903490451e-02,1.778279410038922848e+01,3.162277660168379612e+02,5.756462732485114309e+00
1.778279410038922848e+01,2.000000000000000000e+00,5.623413251903490451e-02,5.623413251903490451e-02,5.623413251903490451e-02,3.556558820077845695e+01,6.324555320336759223e+02,6.449609913045059706e+00
1.778279410038922848e+01,4.000000000000000000e+00,5.623413251903490451e-02,5.623413251903490451e-02,5.623413251903490451e-02,7.113117640155691390e+01,1.264911064067351845e+03,7.142757093605005103e+00
1.995262314968879735e+01,1.000000000000000000e+00,5.011872336272722717e-02,5.011872336272722717e-02,5.011872336272722717e-02,1.995262314968879735e+01,3.981071705534972693e+02,5.986721241784518810e+00
1.995262314968879735e+01,2.000000000000000000e+00,5.011872336272722717e-02,5.011872336272722717e-02,5.011872336272722717e-02,3.990524629937759471e+01,7.962143411069945387e+02,6.679868422344464207e+00
1.995262314968879735e+01,4.000000000000000000e+00,5.011872336272722717e-02,5.011872336272722717e-02,5.011872336272722717e-02,7.981049259875518942e+01,1.592428682213989077e+03,7.373015602904409604e+00
2.238721138568340052e+01,1.000000000000000000e+00,4.466835921509629964e-02,4.466835921509629964e-02,4.466835921509629964e-02,2.238721138568340052e+01,5.011872336272725192e+02,6.216979751083924199e+00
2.238721138568340052e+01,2.000000000000000000e+00,4.466835921509629964e-02,4.466835921509629964e-02,4.466835921509629964e-02,4.477442277136680104e+01,1.002374467254545038e+03,6.910126931643868708e+00
2.238721138568340052e+01,4.000000000000000000e+00,4.466835921509629964e-02,4.466835921509629964e-02,4.466835921509629964e-02,8.954884554273360209e+01,2.004748934509090077e+03,7.603274112203814106e+00
2.511886431509580930e+01,1.000000000000000000e+00,3.981071705534971333e-02,3.981071705534971333e-02,3.981071705534971333e-02,2.511886431509580930e+01,6.309573444801936830e+02,6.447238260383328701e+00
2.511886431509580930e+01,2.000000000000000000e+00,3.981071705534971333e-02,3.981071705534971333e-02,3.981071705534971333e-02,5.023772863019161861e+01,1.261914688960387366e+03,7.140385440943274098e+00
2.511886431509580930e+01,4.000000000000000000e+00,3.981071705534971333e-02,3.981071705534971333e-02,3.981071705534971333e-02,1.004754572603832372e+02,2.523829377920774732e+03,7.833532621503219495e+00
2.818382931264454783e+01,1.000000000000000000e+00,3.548133892335753048e-02,3.548133892335753048e-02,3.548133892335753048e-02,2.818382931264454783e+01,7.943282347242820833e+02,6.677496769682733202e+00
2.818382931264454783e+01,2.000000000000000000e+00,3.548133892335753048e-02,3.548133892335753048e-02,3.548133892335753048e-02,5.636765862528909565e+01,1.588656469448564167e+03,7.370643950242678599e+00
2.818382931264454783e+01,4.000000000000000000e+00,3.548133892335753048e-02,3.548133892335753048e-02,3.548133892335753048e-02,1.127353172505781913e+02,3.177312938897128333e+03,8.063791130802623996e+00
3.162277660168379256e+01,1.000000000000000000e+00,3.162277660168379134e-02,3.162277660168379134e-02,3.162277660168379134e-02,3.162277660168379256e+01,1.000000000000000000e+03,6.907755278982136815e+00
3.162277660168379256e+01,2.000000000000000000e+00,3.162277660168379134e-02,3.162277660168379134e-02,3.162277660168379134e-02,6.324555320336758513e+01,2.000000000000000000e+03,7.600902459542082212e+00
3.162277660168379256e+01,4.000000000000000000e+00,3.162277660168379134e-02,3.162277660168379134e-02,3.162277660168379134e-02,1.264911064067351703e+02,4.000000000000000000e+03,8.294049640102027610e+00
3.548133892335754780e+01,1.000000000000000000e+00,2.818382931264453578e-02,2.818382931264453578e-02,2.818382931264453578e-02,3.548133892335754780e+01,1.258925411794167303e+03,7.138013788281541316e+00
3.548133892335754780e+01,2.000000000000000000e+00,2.818382931264453578e-02,2.818382931264453578e-02,2.818382931264453578e-02,7.096267784671509560e+01,2.517850823588334606e+03,7.831160968841486714e+00
3.548133892335754780e+01,4.000000000000000000e+00,2.818382931264453578e-02,2.818382931264453578e-02,2.818382931264453578e-02,1.419253556934301912e+02,5.035701647176669212e+03,8.524308149401432999e+00
3.981071705534973404e+01,1.000000000000000000e+00,2.511886431509579437e-02,2.511886431509579437e-02,2.511886431509579437e-02,3.981071705534973404e+01,1.584893192461114268e+03,7.368272297580946706e+00
3.981071705534973404e+01,2.000000000000000000e+00,2.511886431509579437e-02,2.511886431509579437e-02,2.511886431509579437e-02,7.962143411069946808e+01,3.169786384922228535e+03,8.061419478140891215e+00
3.981071705534973404e+01,4.000000000000000000e+00,2.511886431509579437e-02,2.511886431509579437e-02,2.511886431509579437e-02,1.592428682213989362e+02,6.339572769844457071e+03,8.754566658700836612e+00
4.466835921509632357e+01,1.000000000000000000e+00,2.238721138568338861e-02,2.238721138568338861e-02,2.238721138568338861e-02,4.466835921509632357e+01,1.995262314968880901e+03,7.598530806880351207e+00
4.466835921509632357e+01,2.000000000000000000e+00,2.238721138568338861e-02,2.238721138568338861e-02,2.238721138568338861e-02,8.933671843019264713e+01,3.990524629937761802e+03,8.291677987440296604e+00
4.466835921509632357e+01,4.000000000000000000e+00,2.238721138568338861e-02,2.238721138568338861e-02,2.238721138568338861e-02,1.786734368603852943e+02,7.981049259875523603e+03,8.984825168000242002e+00
5.011872336272724482e+01,1.000000000000000000e+00,1.995262314968878833e-02,1.995262314968878833e-02,1.995262314968878833e-02,5.011872336272724482e+01,2.511886431509582053e+03,7.828789316179755708e+00
5.011872336272724482e+01,2.000000000000000000e+00,1.995262314968878833e-02,1.995262314968878833e-02,1.995262314968878833e-02,1.002374467254544896e+02,5.023772863019164106e+03,8.521936496739701994e+00
5.011872336272724482e+01,4.000000000000000000e+00,1.995262314968878833e-02,1.995262314968878833e-02,1.995262314968878833e-02,2.004748934509089793e+02,1.004754572603832821e+04,9.215083677299647391e+00
5.623413251903490817e+01,1.000000000000000000e+00,1.778279410038922925e-02,1.778279410038922925e-02,1.778279410038922925e-02,5.623413251903490817e+01,3.162277660168379043e+03,8.059047825479160210e+00
5.623413251903490817e+01,2.000000000000000000e+00,1.778279410038922925e-02,1.778279410038922925e-02,1.778279410038922925e-02,1.124682650380698163e+02,6.324555320336758086e+03,8.752195006039105607e+00
5.623413251903490817e+01,4.000000000000000000e+00,1.778279410038922925e-02,1.778279410038922925e-02,1.778279410038922925e-02,2.249365300761396327e+02,1.264911064067351617e+04,9.445342186599051004e+00
6.309573444801932851e+01,1.000000000000000000e+00,1.584893192461113431e-02,1.584893192461113431e-02,1.584893192461113431e-02,6.309573444801932851e+01,3.981071705534972807e+03,8.289306334778563823e+00
6.309573444801932851e+01,2.000000000000000000e+00,1.584893192461113431e-02,1.584893192461113431e-02,1.584893192461113431e-02,1.261914688960386570e+02,7.962143411069945614e+03,8.982453515338509220e+00
6.309573444801932851e+01,4.000000000000000000e+00,1.584893192461113431e-02,1.584893192461113431e-02,1.584893192461113431e-02,2.523829377920773140e+02,1.592428682213989123e+04,9.675600695898454617e+00
7.079457843841380793e+01,1.000000000000000000e+00,1.412537544622754007e-02,1.412537544622754007e-02,1.412537544622754007e-02,7.079457843841380793e+01,5.011872336272725079e+03,8.519564844077969212e+00
7.079457843841380793e+01,2.000000000000000000e+00,1.412537544622754007e-02,1.412537544622754007e-02,1.412537544622754007e-02,1.415891568768276159e+02,1.002374467254545016e+04,9.212712024637914610e+00
7.079457843841380793e+01,4.000000000000000000e+00,1.412537544622754007e-02,1.412537544622754007e-02,1.412537544622754007e-02,2.831783137536552317e+02,2.004748934509090031e+04,9.905859205197860007e+00
7.943282347242816854e+01,1.000000000000000000e+00,1.258925411794166969e-02,1.258925411794166969e-02,1.258925411794166969e-02,7.943282347242816854e+01,6.309573444801934784e+03,8.749823353377374602e+00
7.943282347242816854e+01,2.000000000000000000e+00,1.258925411794166969e-02,1.258925411794166969e-02,1.258925411794166969e-02,1.588656469448563371e+02,1.261914688960386957e+04,9.442970533937319999e+00
7.943282347242816854e+01,4.000000000000000000e+00,1.258925411794166969e-02,1.258925411794166969e-02,1.258925411794166969e-02,3.177312938897126742e+02,2.523829377920773914e+04,1.013611771449726540e+01
8.912509381337459047e+01,1.000000000000000000e+00,1.122018454301963036e-02,1.122018454301963036e-02,1.122018454301963036e-02,8.912509381337459047e+01,7.943282347242820833e+03,8.980081862676778215e+00
8.912509381337459047e+01,2.000000000000000000e+00,1.122018454301963036e-02,1.122018454301963036e-02,1.122018454301963036e-02,1.782501876267491809e+02,1.588656469448564167e+04,9.673229043236723612e+00
8.912509381337459047e+01,4.000000000000000000e+00,1.122018454301963036e-02,1.122018454301963036e-02,1.122018454301963036e-02,3.565003752534983619e+02,3.177312938897128333e+04,1.036637622379666901e+01
1.000000000000000000e+02,1.000000000000000000e+00,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000000e+02,1.000000000000000000e+04,9.210340371976183604e+00
1.000000000000000000e+02,2.000000000000000000e+00,1.000000000000000021e-02,1.000000000000000021e-02,1.000000000000000021e-02,2.000000000000000000e+02,2.000000000000000000e+04,9.903487552536127225e+00
